# source: Dr. Duke's Phytochemical & Ethnobotanical Database (COMMON_NAMES.csv joined to FNFTAX.csv via FNFNUM)
# retrieved/processed: 2026-08-18
organism_id	scientific_name	duke_common_name	all_duke_common_names
Plant_Homalium	Homalium		
Plant_Homalium_pornyense	Homalium pornyense		
Organism_12845	Homalium pronyense		
Plant_Homalolepis_ferruginea	Homalolepis ferruginea		
Organism_30022	Homoranthus biflorus		
Plant_Homoranthus_bornhardtiensis	Homoranthus bornhardtiensis		
Plant_Homoranthus_cernuus	Homoranthus cernuus		
Plant_Homoranthus_decasetus	Homoranthus decasetus		
Plant_Homoranthus_decumbens	Homoranthus decumbens		
Plant_Homoranthus_flavescens	Homoranthus flavescens		
Plant_Homoranthus_floydii	Homoranthus floydii		
Plant_Homoranthus_melanostictus	Homoranthus melanostictus		
Plant_Homoranthus_porteri	Homoranthus porteri		
Plant_Homoranthus_thomasii	Homoranthus thomasii		
Plant_Homoranthus_tropicus	Homoranthus tropicus		
Plant_Homoranthus_zeteticorum	Homoranthus zeteticorum		
Plant_Hopea_sp.	Hopea sp.		
Plant_Hoplophyllum_acutifolium	Hoplophyllum acutifolium		
Organism_14506	Hordeum bogdanii		
Plant_Hordeum_lechleri	Hordeum lechleri		
Plant_Hornstedtia_sp.	Hornstedtia sp.		
Plant_Horsfilidea_superba	Horsfilidea superba		
Organism_17021	Hortia badinii		
Organism_56746	Hosta caerulea		
Plant_Houttuynia_sp.	Houttuynia sp.		
Organism_30199	Hovea longipes		
Organism_1848	Humulus yunnanensis		
Plant_Hunteria_congolense	Hunteria congolense		
Plant_Huperzia_intermedia	Huperzia intermedia		
Plant_Huperzia_varium	Huperzia varium		
Plant_Hyacinthus_litwinovii	Hyacinthus litwinovii		
Plant_Hyacinthus_officinalis	Hyacinthus officinalis		
Plant_Hybanthus_enneasperma	Hybanthus enneasperma		
Plant_Hydnocarpus_octandrus	Hydnocarpus octandrus		
Plant_Hydrangea_spp.	Hydrangea spp.		
Plant_Hydrastis_sp.	Hydrastis sp.		
Plant_Hydrostachys_angustisecta	Hydrostachys angustisecta		
Plant_Hydrostachys_insignis	Hydrostachys insignis		
Plant_Hydrostachys_polymorpha	Hydrostachys polymorpha		
Plant_Hylodendron_gabunensis	Hylodendron gabunensis		
Plant_Hylomecon_hylomeconoides	Hylomecon hylomeconoides		
Plant_Hylotelephium_mingiinianum	Hylotelephium mingiinianum		
Plant_Hymeniocidon_sp.	Hymeniocidon sp.		
Plant_Hymenocallis_amanacea	Hymenocallis amanacea		
Organism_53832	Hymenocallis americana		
Plant_Hymenocallis_arencola	Hymenocallis arencola		
Organism_57060	Hymenocallis calathina		
Organism_51828	Hymenocallis concinna		
Organism_24651	Hymenocallis sonorensis		
Plant_Hymenocallis_sp.	Hymenocallis sp.		
Plant_Hymenoxys_linearis	Hymenoxys linearis		
Organism_24204	Hyoscyamus bohemicus		
Organism_24206	Hyoscyamus canariensis		
Plant_Hyoscyamus_gyorffi	Hyoscyamus gyorffi		
Organism_1642	Hyoseris lucida		
Organism_25738	Hypecoum sp.		
Plant_Hypercoum_leptocarpum	Hypercoum leptocarpum		
Plant_Hypericum_choisianum	Hypericum choisianum		
Plant_Hypericum_moseranum	Hypericum moseranum		
Organism_57723	Hypericum petiolulatum		
Plant_Hypericum_spruneri	Hypericum spruneri		
Organism_2484	Hypericum uliginosum		
Organism_56144	Hypericum wilsonii		
Plant_Hypestes_purpurea	Hypestes purpurea		
Plant_Hyphear_grewinkii	Hyphear grewinkii		
Plant_Hyphear_kaoi	Hyphear kaoi		
Plant_Hypocalymma	Hypocalymma		
Plant_Hypochoeris	Hypochoeris		
Plant_Hypochoeris_retusus	Hypochoeris retusus		
Organism_3590	Hypocyrta glabra		
Plant_Hypoestes_triflora	Hypoestes triflora		
Plant_Hypoxis_decumbens	Hypoxis decumbens		
Plant_Hyptis_brachiata	Hyptis brachiata		
Plant_Hytios_reticulatus	Hytios reticulatus		
Plant_Icacina_claessensii	Icacina claessensii		
Plant_Icacina_mannii	Icacina mannii		
Plant_Ilex_aculeolata	Ilex aculeolata		
Plant_Ilex_amplifolia	Ilex amplifolia		
Plant_Ilex_geniculata	Ilex geniculata		
Plant_Ilex_iatifolla	Ilex iatifolla		
Plant_Ilex_integerrima	Ilex integerrima		
Plant_Ilex_martiniana	Ilex martiniana		
Plant_Ilex_micrococca	Ilex micrococca		
Plant_Ilex_psammophila	Ilex psammophila		
Plant_Ilex_tectonica	Ilex tectonica		
Organism_54548	Ilex theizans		
Plant_Ilex_uraiensis	Ilex uraiensis		
Plant_Illicium_isongii	Illicium isongii		
Plant_Illicium_macranthum	Illicium macranthum		
Organism_19530	Impatiens aurantiaca		
Plant_Impatiens_pritzelii	Impatiens pritzelii		
Plant_Impatiens_sp.	Impatiens sp.		
Plant_Indigofera_longiracemosa	Indigofera longiracemosa		
Organism_24706	Indigofera potaninii		
Plant_Indigofera_spp.	Indigofera spp.		
Plant_Indigofera_truxillensis	Indigofera truxillensis		
Plant_Indigofera_tsiangiana	Indigofera tsiangiana		
Plant_Inga_aptera	Inga aptera		
Organism_56789	Inula aschersoniana		
Plant_Inula_bifrons	Inula bifrons		
Plant_Inula_henium	Inula henium		
Organism_16443	Inula heterolepis		
Plant_Inula_indica	Inula indica		
Plant_Inula_saxatilis	Inula saxatilis		
Organism_56390	Inula urumoffii		
Organism_21158	Ipomoea  indivisa		
Organism_17970	Ipomoea biloba		
Organism_20362	Ipomoea congesta		
Plant_Ipomoea_eremnobracha	Ipomoea eremnobracha		
Plant_Ipomoea_hildebrandii	Ipomoea hildebrandii		
Plant_Ipomoea_njil_cv._Danjuro	Ipomoea njil cv. Danjuro		
Plant_Ipomoea_polpha	Ipomoea polpha		
Plant_Ipomoea_spp.	Ipomoea spp.		
Plant_Iresine_lindenii	Iresine lindenii		
Organism_54396	Iris gracilipes		
Organism_16493	Iris nepalensis		
Plant_Iris_suaveolens	Iris suaveolens		
Organism_11330	Isatis aleppica		
Plant_Isatis_sp.	Isatis sp.		
Plant_Ismene	Ismene		
Plant_Ismene_calithina	Ismene calithina		
Plant_Ismene_longipetala	Ismene longipetala		
Organism_19366	Isoberlinia doka		
Plant_Isocarpha_atriplicifolia	Isocarpha atriplicifolia		
Plant_Isocoma_spp.	Isocoma spp.		
Plant_Isocoma_veneta	Isocoma veneta		
Plant_Isodon_angustifolia	Isodon angustifolia		
Plant_Isodon_bulleyana	Isodon bulleyana		
Plant_Isodon_erianderianus	Isodon erianderianus		
Plant_Isodon_glutinosa	Isodon glutinosa		
Plant_Isodon_irroratus	Isodon irroratus		
Plant_Isodon_longiflora	Isodon longiflora		
Organism_46821	Isodon lophanthoides var. gerardiana		
Plant_Isodon_pseudo-irrorata	Isodon pseudo-irrorata		
Plant_Isodon_pubescens_var.lushiensis	Isodon pubescens var.lushiensis		
Plant_Isodon_weisinensis	Isodon weisinensis		
Plant_Isoetes_spp.	Isoetes spp.		
Plant_Isolepis_habra	Isolepis habra		
Plant_Isolona_ghesquiereina	Isolona ghesquiereina		
Plant_Isolona_ghesquireina	Isolona ghesquireina		
Plant_Isolona_sp.	Isolona sp.		
Plant_Isotrema_asclepiadifolium	Isotrema asclepiadifolium		
Plant_Isotrema_fangchi	Isotrema fangchi		
Organism_24689	Iva acerosa		
Organism_25667	Iva ambrosiifolia		
Organism_29767	Ixiolaena brevicompta		
Plant_Ixora_amplexicaulis	Ixora amplexicaulis		
Plant_Ixora_sp.	Ixora sp.		
Plant_Jacaranda_obtusifolia	Jacaranda obtusifolia		
Plant_Jacobaea_ambigua	Jacobaea ambigua		
Plant_Jacobaea_morrisonensis	Jacobaea morrisonensis		
Plant_Jamesbrittenia_dissecta	Jamesbrittenia dissecta		
Organism_23060	Jarilla chocola		
Plant_Jasmine_secco	Jasmine secco		
Organism_30275	Jasminum domatiigerum		
Organism_14265	Jasminum gracile		
Organism_14266	Jasminum lineare		
Plant_Jasminum_mudiflorum_L.	Jasminum mudiflorum L.		
Organism_20993	Jasminum primulinum		
Plant_Joannisea_sp.	Joannisea sp.		
Organism_21622	Jungermannia comata		
Organism_17447	Jungermannia torticalyx		
Organism_26292	Jungia paniculata		
Organism_15996	Juniperus depressa		
Organism_23294	Juniperus seravschanica		
Organism_56425	Justicia debilis		
Plant_Justicia_ghiestreghtiana	Justicia ghiestreghtiana		
Organism_57647	Justicia purpurea		
Plant_Kaempferia_spp.	Kaempferia spp.		
Plant_Kalanchoe_marnieriana	Kalanchoe marnieriana		
Plant_Kalimeris_integrifolia	Kalimeris integrifolia		
Plant_Kalimeris_sp.	Kalimeris sp.		
Plant_Kaponia_glutinosa	Kaponia glutinosa		
Plant_Kartalinia_acaulis	Kartalinia acaulis		
Plant_Karwinskia_sp.	Karwinskia sp.		
Plant_Karwinskia_spp.	Karwinskia spp.		
Plant_Kaunea_ignorata	Kaunea ignorata		
Plant_Kaunia_ignorata	Kaunia ignorata		
Organism_56187	Keiskea japonica		
Organism_24220	Kennedia procurrens		
Organism_1693	Kenya aloe		
Plant_Keucascandra_caveolata	Keucascandra caveolata		
Plant_Khaya_sp.	Khaya sp.		
Organism_14776	Kickxia lanigera		
Plant_Klaprothia_mentzelioides	Klaprothia mentzelioides		
Plant_Kleinia	Kleinia		
Plant_Kleinia_madagascariensis	Kleinia madagascariensis		
Organism_21412	Kmeria duperreana		
Plant_Knautia_motana	Knautia motana		
Plant_Kniphofia_aloides	Kniphofia aloides		
Plant_Kniphofia_flammula	Kniphofia flammula		
Plant_Knoxia_corymbosa	Knoxia corymbosa		
Plant_Knoxia_roxburghii	Knoxia roxburghii		
Plant_Koelpinia_spp.	Koelpinia spp.		
Organism_20105	Kohleria bogotensis		
Plant_Kopsia_punciflora	Kopsia punciflora		
Plant_Kumara_plicatilis	Kumara plicatilis		
Plant_Kunzea_jucunda	Kunzea jucunda		
Plant_Kyrsteniopsis_spinaciifolia	Kyrsteniopsis spinaciifolia		
Plant_LMS	LMS		
Organism_54043	Lachnosiphonium niloticum		
Plant_Lactucarium_germanicum	Lactucarium germanicum		
Organism_25136	Laetrea thelypteris		
Plant_Lagarostrobos	Lagarostrobos		
Plant_Lagenaria_indica	Lagenaria indica		
Organism_24839	Lagerstroemia fauriei		
Plant_Lagerstroemia_lancasteri	Lagerstroemia lancasteri		
Plant_Lagerstroemia_sp.	Lagerstroemia sp.		
Plant_Lagochilus_gypsaceus	Lagochilus gypsaceus		
Plant_Lagochilus_olgae	Lagochilus olgae		
Plant_Lagochilus_sp.	Lagochilus sp.		
Organism_18999	Lagotis brachystachya		
Plant_Lagotis_integrifolia	Lagotis integrifolia		
Organism_21117	Lallemantia canescens		
Plant_Lallemantia_iberica	Lallemantia iberica		
Plant_Lallemantia_royleana	Lallemantia royleana		
Plant_Lamii_albi	Lamii albi		
Plant_Lamiophlomis_sp.	Lamiophlomis sp.		
Plant_Lamium_flexuosum	Lamium flexuosum		
Organism_22651	Lamium grandiflorum		
Plant_Lampranthus_blandus	Lampranthus blandus		
Plant_Lanicera_Alpigena	Lanicera Alpigena		
Organism_35411	Lantana lilacina		
Organism_30258	Lantana tiliifolia		
Plant_Lanthella_sp.	Lanthella sp.		
Organism_52800	Lappa officinalis		
Organism_56383	Larix americana		
Organism_25758	Laserpitium archangelica		
Plant_Lasianthus_curtisii	Lasianthus curtisii		
Plant_Lasianthus_cyanocarpus	Lasianthus cyanocarpus		
Plant_Lasianthus_obliquinervis	Lasianthus obliquinervis		
Plant_Lasiobema_japonica	Lasiobema japonica		
Organism_52063	Lasiocorys capensis		
Organism_19432	Lasiodiscus marmoratus		
Organism_23383	Lasiospermum radiatum		
Plant_Lathrism_latifolius	Lathrism latifolius		
Plant_Lathrism_sylvestris	Lathrism sylvestris		
Plant_Lathyrus_digitatus	Lathyrus digitatus		
Plant_Lathyrus_luteus	Lathyrus luteus		
Plant_Launaea_enuiloba	Launaea enuiloba		
Plant_Launaea_spp.	Launaea spp.		
Plant_Laurelia_novaezelandiae	Laurelia novaezelandiae		
Plant_Laurelia_spp.	Laurelia spp.		
Organism_26463	Lebeckia bowieana		
Organism_26464	Lebeckia leipoldtiana		
Organism_26465	Lebeckia lotononoides		
Organism_26466	Lebeckia macrantha		
Organism_26467	Lebeckia melilotoides		
Organism_26469	Lebeckia pungens		
Plant_Lebeckia_sarcophylloides	Lebeckia sarcophylloides		
Plant_Lebeckia_sepiaria	Lebeckia sepiaria		
Organism_26470	Lebeckia sericea		
Organism_26472	Lebeckia sessilifolia		
Organism_26473	Lebeckia simsiana		
Organism_26474	Lebeckia spinescens		
Organism_57270	Lecythis elliptica		
Plant_Ledum_polustre	Ledum polustre		
Plant_Ledum_spp.	Ledum spp.		
Plant_Leiboldia_serrata	Leiboldia serrata		
Organism_25741	Lemaireocereus beneckei		
Plant_Lemaireocereus_queretaroensis	Lemaireocereus queretaroensis		
Organism_53599	Lemaireocereus weberi		
Plant_Lemeltonia_monadelpha	Lemeltonia monadelpha		
Plant_Lennea_melanocarpa	Lennea melanocarpa		
Plant_Lennea_modesta	Lennea modesta		
Organism_14819	Lens nigricans		
Plant_Leobordea_longicephala	Leobordea longicephala		
Plant_Leobordea_platycarpa	Leobordea platycarpa		
Plant_Leonardoxa_africana	Leonardoxa africana		
Organism_13018	Leonotis dubia		
Organism_22448	Leonotis dysophylla	Woody Lion's-Ear	Woody Lion's-Ear
Plant_Leontodon_cichoraceus	Leontodon cichoraceus		
Organism_57327	Leontonyx		
Plant_Lepechinia_L._caulescens	Lepechinia L. caulescens		
Plant_Lepidagathis_incurva	Lepidagathis incurva		
Plant_Lepidaploa_arborescens	Lepidaploa arborescens		
Plant_Lepidaploa_tortuosa	Lepidaploa tortuosa		
Plant_Lepidaploa_trinitatis	Lepidaploa trinitatis		
Organism_21954	Lepidium iberis		
Plant_Lepidium_sativumt	Lepidium sativumt		
Plant_Lepidogyna_hodgsoniae	Lepidogyna hodgsoniae		
Organism_19894	Lepidolaena hodgsoniae Grolle.		
Plant_Lepidolaena_palpebrifolia	Lepidolaena palpebrifolia		
Plant_Lepidophorum_spp.	Lepidophorum spp.		
Plant_Lepidosperma	Lepidosperma		
Plant_Lepidotrichilia_volensii	Lepidotrichilia volensii		
Plant_Lepidozia	Lepidozia		
Plant_Lepidozia_virea	Lepidozia virea		
Organism_30259	Lepiniopsis ternatensis		
Plant_Lepismium_warmingianum	Lepismium warmingianum		
Organism_24972	Leptocarpus elegans		
Plant_Leptochilus_pothifolius	Leptochilus pothifolius		
Plant_Leptodactylon_dianthiflorus	Leptodactylon dianthiflorus		
Organism_30319	Leptospermum blakelyi		
Plant_Leptospermum_erubescens	Leptospermum erubescens		
Organism_30323	Leptospermum luehmannii		
Plant_Leptostigma_arnothianum	Leptostigma arnothianum		
Plant_Leptotes_bicolor	Leptotes bicolor		
Plant_Lerchea_bracteata	Lerchea bracteata		
Organism_16878	Lespedeza penduliflora		
Organism_14842	Lespedeza sericea		
Organism_20502	Lesquerella mirandiana		
Plant_Lessingianthus_saltensis	Lessingianthus saltensis		
Plant_Lethocolea_glossophylla	Lethocolea glossophylla		
Plant_Leucas_capensis	Leucas capensis		
Plant_Leucheria_hahnii	Leucheria hahnii		
Plant_Leucheria_viscida	Leucheria viscida		
Plant_Leucojum_spp.	Leucojum spp.		
Plant_Leucopogon_spp.	Leucopogon spp.		
Plant_Liabum_kingii	Liabum kingii		
Organism_24355	Liatris cylindrica		
Organism_22348	Liatris platylepis		
Organism_4292	Liatris scabra		
Organism_56914	Libanothamnus wurdackii		
Organism_53638	Libanotis lehmanniana		
Plant_Libanotis_pyrenaicum	Libanotis pyrenaicum		
Organism_26082	Libanotis schrenkiana		
Plant_Libanotis_transcaucasia	Libanotis transcaucasia		
Organism_16057	Libertia caerulescens		
Plant_Libertia_grandiflora	Libertia grandiflora		
Plant_Libocedrus_sp	Libocedrus sp		
Plant_Libocedrus_spp.	Libocedrus spp.		
Plant_Licania_sp.	Licania sp.		
Plant_Licaria_polyphylla	Licaria polyphylla		
Plant_Licaria_sp.	Licaria sp.		
Plant_Lignum_pini	Lignum pini		
Plant_Ligularia_elegans	Ligularia elegans		
Plant_Ligum_cinnamomi_camphorae	Ligum cinnamomi camphorae		
Organism_55077	Ligusticopsis brachyloba		
Plant_Ligusticopsis_wallichiana	Ligusticopsis wallichiana		
Plant_Ligusticum_ferulaceum	Ligusticum ferulaceum		
Plant_Ligustrum_nilghirense	Ligustrum nilghirense		
Organism_14269	Ligustrum novoguineense		
Plant_Ligustrum_sp.	Ligustrum sp.		
Organism_26050	Limonium serbicum		
Plant_Limonium_suffruticosum	Limonium suffruticosum		
Plant_Linaria_clementei	Linaria clementei		
Organism_14202	Linaria haelava		
Plant_Lindelofia_anchusoides	Lindelofia anchusoides		
Plant_Linder_strychnifolia	Linder strychnifolia		
Plant_Lindera_reflexa	Lindera reflexa		
Plant_Linum_hologynum	Linum hologynum		
Plant_Linzia_melleri	Linzia melleri		
Plant_Liparia	Liparia		
Organism_22904	Liparis viridiflora		
Plant_Lippia_spp.	Lippia spp.		
Plant_Liquidambar_spp.	Liquidambar spp.		
Plant_Liriope_sp.	Liriope sp.		
Plant_Lisianthius_seemannii	Lisianthius seemannii		
Organism_25252	Litchi sinensis		
Plant_Litchi_sp.	Litchi sp.		
Organism_55937	Lithocarpus dealbatus		
Plant_Lithocarpus_officinale	Lithocarpus officinale		
Plant_Lithocarpus_spp.	Lithocarpus spp.		
Plant_Lithraea_caustica	Lithraea caustica		
Organism_13657	Litsea glauca		
Plant_Litsea_lancilimba	Litsea lancilimba		
Organism_8843	Lnema globularia		
Plant_Loasa_pallida	Loasa pallida		
Plant_Loasa_placei	Loasa placei		
Plant_Lobelia_hybrida	Lobelia hybrida		
Plant_Lobelia_nicotianaefolia	Lobelia nicotianaefolia		
Organism_56588	Lobelia nicotianifolia		
Plant_Lolium_chuanxiong	Lolium chuanxiong		
Plant_Lolium_spp.	Lolium spp.		
Plant_Lomatogonium_sp.	Lomatogonium sp.		
Plant_Lomelosia_micrantha	Lomelosia micrantha		
Organism_24273	Lonchitis tisserantii		
Plant_Lonchocarpus_acuminatus	Lonchocarpus acuminatus		
Organism_35310	Lonchocarpus campestris		
Organism_26609	Lonchocarpus floribundus		
Organism_19178	Lonchocarpus mollis		
Organism_35344	Lonchocarpus montanus		
Organism_11837	Lonchocarpus negrensis		
Organism_8719	Lonchocarpus peninsularis		
Organism_25360	Lonchocarpus rugosus		
Plant_Lonchocarpus_sp.	Lonchocarpus sp.		
Organism_13600	Lonchocarpus spruceanus		
Organism_14251	Lonchocarpus unifoliolatus		
Plant_Lonicera_caucasica	Lonicera caucasica		
Plant_Lonicera_somolis	Lonicera somolis		
Plant_Lopatherum_sp.	Lopatherum sp.		
Plant_Lophira	Lophira		
Plant_Lophira_alta	Lophira alta		
Plant_Lophira_sp.	Lophira sp.		
Organism_10110	Lophophytum spp.		
Plant_Lophostemon_palustre	Lophostemon palustre		
Plant_Lopophora_sp.	Lopophora sp.		
Organism_13857	Loranthus grewinkii		
Plant_Loranthus_sp.	Loranthus sp.		
Organism_23921	Lotononis angolensis		
Plant_Lotononis_arenicola	Lotononis arenicola		
Organism_21009	Lotononis azurea		
Organism_21010	Lotononis brevicaulis		
Plant_Lotononis_carnea	Lotononis carnea		
Plant_Lotononis_curvicarpa	Lotononis curvicarpa		
Organism_20872	Lotononis densa		
Organism_21012	Lotononis hirsuta		
Organism_15870	Lotononis involucrata		
Organism_26478	Lotononis lanceolata		
Organism_26479	Lotononis mucronata		
Plant_Lotononis_perplexa	Lotononis perplexa		
Organism_21014	Lotononis rigida		
Plant_Lotononis_rostrata	Lotononis rostrata		
Plant_Lotononis_stenophylla	Lotononis stenophylla		
Organism_26480	Lotononis wilmsii		
Plant_Lotus_aegeus	Lotus aegeus		
Plant_Lotus_burttii	Lotus burttii		
Plant_Lotus_sp.	Lotus sp.		
Plant_Lovandin_abrialis	Lovandin abrialis		
Plant_Lsatis_indigotica	Lsatis indigotica		
Plant_Luculia_pinciana	Luculia pinciana		
Organism_56359	Luehea divaricata		
Organism_20913	Luetzelburgia pallidiflora		
Plant_Lumbriconeis_heteropoda	Lumbriconeis heteropoda		
Organism_15950	Lupinus ananeanus		
Plant_Lupinus_barkeri	Lupinus barkeri		
Plant_Lupinus_consentinii	Lupinus consentinii		
Plant_Lupinus_heptaphyllus	Lupinus heptaphyllus		
Plant_Lupinus_hilarianus	Lupinus hilarianus		
Organism_24942	Lupinus laxiflorus		
Organism_54689	Lupinus marianus		
Organism_24476	Lupinus nuttallii		
Plant_Lupinus_oscar-haughtii	Lupinus oscar-haughtii		
Plant_Lusia_indivisa	Lusia indivisa		
Plant_Lusia_volucris	Lusia volucris		
Plant_Luvunga_sp.	Luvunga sp.		
Organism_18846	Luzula nutans		
Organism_17788	Luzula purpurea		
Organism_21019	Lychnophora sellowii		
Plant_Lychnophora_spp.	Lychnophora spp.		
Plant_Lycogola_epidendron	Lycogola epidendron		
Plant_Lycopersicon_esuculentum	Lycopersicon esuculentum		
Organism_22992	Lycopersicon hirsutum		
Plant_Lycopersicon_putatum	Lycopersicon putatum		
Plant_Lycopersicon_sp.	Lycopersicon sp.		
Plant_Lycopodium_acrifolium	Lycopodium acrifolium		
Plant_Lycopodium_casuarinoids	Lycopodium casuarinoids		
Organism_22462	Lycopodium megastachyum		
Plant_Lycopodium_megastacyum	Lycopodium megastacyum		
Plant_Lycopodium_phlegmara	Lycopodium phlegmara		
Organism_24044	Lycoris chinensis		
Plant_Lycoris_spp.	Lycoris spp.		
Plant_Lysiloma_acapulcense	Lysiloma acapulcense		
Organism_21362	Lysionotus pauciflora		
Plant_Lysionotus_sp.	Lysionotus sp.		
Plant_Mabea_excelsa	Mabea excelsa		
Plant_Macfadyena_cinancolides	Macfadyena cinancolides		
Organism_20187	Machaeranthera scabrella		
Organism_54391	Machaerium hirtum		
Organism_12499	Machaerium villosum		
Organism_26699	Machaerocereus gummosus		
Organism_18818	Mackinlaya subulata Philipson		
Plant_Macoubea_guianensis	Macoubea guianensis		
Organism_57366	Macowania hamata		
Organism_13804	Macroptilium erythroloma		
Plant_Macrosolen_parasiticus	Macrosolen parasiticus		
Organism_6063	Macrotomia cephalotes		
Plant_Macrozamia_sp.	Macrozamia sp.		
Plant_Madhuca_latifolia	Madhuca latifolia		
Plant_Madhuca_sp.	Madhuca sp.		
Plant_Maerua_subcordata	Maerua subcordata		
Plant_Maesa_montana	Maesa montana		
Plant_Magnolia_gracilipes	Magnolia gracilipes		
Plant_Magnolia_mexicana	Magnolia mexicana		
Plant_Maguey_canasto	Maguey canasto		
Plant_Maguey_canon_de_abra	Maguey canon de abra		
Plant_Maguey_cenisto	Maguey cenisto		
Plant_Maguey_cimmaron	Maguey cimmaron		
Plant_Maguey_cochabamba	Maguey cochabamba		
Plant_Maguey_el_ojital	Maguey el ojital		
Plant_Maguey_espadin	Maguey espadin		
Plant_Maguey_tequilla_manso	Maguey tequilla manso		
Plant_Magydaris_panacifolia	Magydaris panacifolia		
Plant_Mahania_shenii	Mahania shenii		
Plant_Mahnolia_coco	Mahnolia coco		
Plant_Makinoa_cripata	Makinoa cripata		
Organism_56671	Malaxis grandifolia		
Plant_Malva_kashmiriana	Malva kashmiriana		
Plant_Malvastrum_coromandelinum	Malvastrum coromandelinum		
Plant_Mammea_nervosa	Mammea nervosa		
Plant_Mammea_sp	Mammea sp		
Plant_Mammea_spp.	Mammea spp.		
Plant_Mammea_thwailesii	Mammea thwailesii		
Organism_56372	Mammillaria donatii		
Organism_15282	Mammillaria microcarpa		
Plant_Mandragora_scopoliae	Mandragora scopoliae		
Plant_Mandragora_sp.	Mandragora sp.		
Plant_Mandrogora_offinarum	Mandrogora offinarum		
Plant_Manfreda_gigantea	Manfreda gigantea		
Plant_Mangifera_spp.	Mangifera spp.		
Organism_21413	Manglietia crassipes		
Plant_Manilkara_indica	Manilkara indica		
Plant_Manilkara_sp.	Manilkara sp.		
Plant_Maprounea_sp.	Maprounea sp.		
Organism_18156	Marchantia diptera		
Plant_Marchantia_plicata	Marchantia plicata		
Plant_Marine_crinoi	Marine crinoi		
Plant_Marismius_conigenus	Marismius conigenus		
Plant_Marrubium_leonuroides	Marrubium leonuroides		
Organism_30179	Marsdenia flavescens		
Organism_18799	Marsdenia formosana		
Organism_12149	Marsh grapefruit		
Plant_Matricaria	Matricaria		
Organism_13082	Matricaria zuurbergensis		
Organism_16187	Matteuccia orientalis		
Organism_4439	Matthiola annua		
Plant_Matthiola_sp.	Matthiola sp.		
Plant_Maytenus_cinfertiflorus	Maytenus cinfertiflorus		
Plant_Maytenus_confertiflorus	Maytenus confertiflorus		
Plant_Maytenus_guangsinensis	Maytenus guangsinensis		
Plant_Maytenus_hetephylla	Maytenus hetephylla		
Plant_Maytenus_senata	Maytenus senata		
Organism_19572	Meconopsis sinuata		
Plant_Meconopsis_spp.	Meconopsis spp.		
Plant_Medicago_ciliaris	Medicago ciliaris		
Plant_Medicago_granadensis	Medicago granadensis		
Organism_24053	Medicago medicaginoides		
Plant_Medicosma_sessiliflora	Medicosma sessiliflora		
Plant_Megalochlamys_violacea	Megalochlamys violacea		
Plant_Meiocarpidium_lepidotum	Meiocarpidium lepidotum		
Plant_Meiocarpidium_oliverianum	Meiocarpidium oliverianum		
Organism_30327	Melaleuca arcana		
Organism_29702	Melaleuca concinna		
Plant_Melaleuca_gilesii	Melaleuca gilesii		
Plant_Melaleuca_pulcherrima	Melaleuca pulcherrima		
Organism_29632	Melaleuca tortifolia		
Plant_Melaleuca_torulosa	Melaleuca torulosa		
Plant_Melandrum_firmum	Melandrum firmum		
Plant_Melanochyla_caesia	Melanochyla caesia		
Plant_Melanorrhoea_spp.	Melanorrhoea spp.		
Plant_Melastoma_schizocarpum	Melastoma schizocarpum		
Plant_Melia_sp.	Melia sp.		
Plant_Melicope_fatraina	Melicope fatraina		
Plant_Melicope_leptococa	Melicope leptococa		
Plant_Melicope_littoralis	Melicope littoralis		
Plant_Melicope_obscura	Melicope obscura		
Organism_25848	Melilotus caspius		
Plant_Melilotus_spp.	Melilotus spp.		
Organism_17817	Meliosma tenuis		
Plant_Melodinus_orientalis	Melodinus orientalis		
Plant_Melodinus_spp.	Melodinus spp.		
Plant_Melolobium_sp.	Melolobium sp.		
Organism_56678	Memecylon tinctorium		
Plant_Mendoncia_coccinea	Mendoncia coccinea		
Plant_Menispermaceae_spp	Menispermaceae spp		
Plant_Menispermum_dahyricum	Menispermum dahyricum		
Plant_Menispermum_sp.	Menispermum sp.		
Plant_Mentholum	Mentholum		
Plant_Mentzelia_heterosepala	Mentzelia heterosepala		
Plant_Menyanthes_spp.	Menyanthes spp.		
Organism_16560	Meratia praecox		
Plant_Mercurialis_sp.	Mercurialis sp.		
Organism_44230	Merendera jolantae		
Organism_13373	Merendera trigyna		
Plant_Meriandra	Meriandra		
Plant_Meriandra_beghalensis	Meriandra beghalensis		
Organism_57667	Meriandra dianthera		
Plant_Merremia_sp.	Merremia sp.		
Organism_16361	Mesembryanthemum conspicuum		
Plant_Mesembryanthemum_spp.	Mesembryanthemum spp.		
Plant_Mesosphaerum_sidifolium	Mesosphaerum sidifolium		
Organism_18583	Messerschmidia sibirica		
Organism_19732	Mesua salicina		
Plant_Metalasia_cephalotes	Metalasia cephalotes		
Plant_Metalasia_lichtensteinii	Metalasia lichtensteinii		
Organism_24749	Metzgeria sp.		
Organism_21417	Michelia sphaerantha		
Plant_Michelia_spp.	Michelia spp.		
Plant_Micheliachampaca	Micheliachampaca		
Plant_Michellia_alba	Michellia alba		
Plant_Michellia_champaca	Michellia champaca		
Organism_56434	Miconia		
Organism_56435	Miconia eriodonta		
Organism_22209	Miconia spp.		
Organism_51372	Micrandra elata		
