# tiers: junk (structural non-taxon markers) | possible_plant (kept for review)
organism_id	scientific_name	tier	reason
Plant_Priestleya_spp.	Priestleya spp.	possible_plant	
Plant_Protinium_brasilliensis	Protinium brasilliensis	possible_plant	
Plant_Pseudoaxinyssa_sp.	Pseudoaxinyssa sp.	possible_plant	
Plant_Pseudoconidiaphora_coerulescens	Pseudoconidiaphora coerulescens	possible_plant	
Plant_Pseudozuga_sp.	Pseudozuga sp.	possible_plant	
Plant_Psoraleacorylifolia	Psoraleacorylifolia	possible_plant	
Plant_Pulvis_cornu_cervi	Pulvis cornu cervi	possible_plant	
Plant_Punicagranatum	Punicagranatum	possible_plant	
Plant_Puraia_thunbergiana	Puraia thunbergiana	possible_plant	
Plant_Puta_graveolens	Puta graveolens	possible_plant	
Plant_RIB1	RIB1	junk	contains digits (strain/catalog id)
Organism_23966	Rapifera	possible_plant	
Plant_Receptaculum_nelumbinis	Receptaculum nelumbinis	junk	pharmacognosy part-name ('receptaculum')
Plant_Red_forest_duiker	Red forest duiker	possible_plant	
Plant_Remeria_maritima	Remeria maritima	possible_plant	
Plant_Rgeum_emodi	Rgeum emodi	possible_plant	
Plant_Rodiola_algida	Rodiola algida	possible_plant	
Plant_Rodiola_coccinea	Rodiola coccinea	possible_plant	
Plant_Rodiola_crenulata	Rodiola crenulata	possible_plant	
Plant_Rodiola_himalansis	Rodiola himalansis	possible_plant	
Plant_Rodiola_kirilowii	Rodiola kirilowii	possible_plant	
Plant_Rodiola_quadrifida	Rodiola quadrifida	possible_plant	
Plant_Rodiola_sacra	Rodiola sacra	possible_plant	
Plant_Rodiola_subopposita	Rodiola subopposita	possible_plant	
Plant_Roseoformes_subflexibilis	Roseoformes subflexibilis	possible_plant	
Plant_Routaceae	Routaceae	possible_plant	
Plant_SIPI-2985	SIPI-2985	junk	contains digits (strain/catalog id)
Plant_SP9440	SP9440	junk	contains digits (strain/catalog id)
Plant_Sabina_spp.	Sabina spp.	possible_plant	
Plant_Saccarothrix_sp.	Saccarothrix sp.	possible_plant	
Plant_Saccharothrixide_sp._CF24	Saccharothrixide sp. CF24	junk	contains digits (strain/catalog id)
Organism_57074	Sal	possible_plant	
Plant_Salviaplebeia	Salviaplebeia	possible_plant	
Plant_Sanbaria_stellipila	Sanbaria stellipila	possible_plant	
Plant_Scadiopitys_verticillata	Scadiopitys verticillata	possible_plant	
Plant_Scaveola_namaquense	Scaveola namaquense	possible_plant	
Plant_Schkuhia_spp.	Schkuhia spp.	possible_plant	
Plant_Schlegel_s_Japanese_gecko	Schlegel's Japanese gecko	possible_plant	
Plant_Schlerochiton_ilicifolius	Schlerochiton ilicifolius	possible_plant	
Plant_Scientific_name	Scientific name	possible_plant	
Plant_Sclerotina_fruticola	Sclerotina fruticola	possible_plant	
Plant_Semen_celosiae	Semen celosiae	junk	pharmacognosy part-name ('semen')
Plant_Semen_entadae	Semen entadae	junk	pharmacognosy part-name ('semen')
Plant_Semen_hyoscyami	Semen hyoscyami	junk	pharmacognosy part-name ('semen')
Plant_Semen_nelumbinis	Semen nelumbinis	junk	pharmacognosy part-name ('semen')
Plant_Semen_zanthoxyli_bungeani	Semen zanthoxyli bungeani	junk	pharmacognosy part-name ('semen')
Plant_Seselllndicum	Seselllndicum	possible_plant	
Plant_Setaceous_Hebrew_character	Setaceous Hebrew character	possible_plant	
Plant_SgcR1	SgcR1]	junk	contains digits (strain/catalog id)
Plant_Shefflera_venulosa	Shefflera venulosa	possible_plant	
Plant_Snecio_squalidus	Snecio squalidus	possible_plant	
Plant_Sohaghnum_palustre	Sohaghnum palustre	possible_plant	
Organism_674	Some marine animals	possible_plant	
Plant_Spatholobi_sp.	Spatholobi sp.	possible_plant	
Plant_Sphaeropsidales_spp.	Sphaeropsidales spp.	possible_plant	
Plant_Spotted_lady_beetle	Spotted lady beetle	possible_plant	
Plant_Stamen_nelumbinis	Stamen nelumbinis	junk	pharmacognosy part-name ('stamen')
Plant_Stomanthes_africanus	Stomanthes africanus	possible_plant	
Plant_Strachybotrys_atra	Strachybotrys atra	possible_plant	
Plant_Strain_I-11	Strain I-11	junk	contains digits (strain/catalog id)
Plant_Strain_TC_1630	Strain TC 1630	junk	contains digits (strain/catalog id)
Plant_Streptmoces_sp.	Streptmoces sp.	possible_plant	
Plant_Streptomycete_S_300	Streptomycete S 300	junk	contains digits (strain/catalog id)
Plant_Striped_bark_scorpion	Striped bark scorpion	possible_plant	
Plant_Strypopodium_zonale	Strypopodium zonale	possible_plant	
Plant_Succus_rhizoma	Succus rhizoma	junk	pharmacognosy part-name ('succus')
Plant_Swailnsonia_canescens	Swailnsonia canescens	possible_plant	
Plant_Swailnsonia_galegifolia	Swailnsonia galegifolia	possible_plant	
Plant_Symphythum_sp.	Symphythum sp.	possible_plant	
Plant_Symphytine	Symphytine	possible_plant	
Plant_Syphopappus_polystachyus	Syphopappus polystachyus	possible_plant	
Plant_Syzygiumaromaticum	Syzygiumaromaticum	possible_plant	
Plant_Teragonotheca_repanda	Teragonotheca repanda	possible_plant	
Plant_Thyrsanospermum_diffusum	Thyrsanospermum diffusum	possible_plant	
Plant_Traxacum_officinale	Traxacum officinale	possible_plant	
Plant_Trithonia_rotundifolia	Trithonia rotundifolia	possible_plant	
Plant_Tuemoya_sp.	Tuemoya sp.	possible_plant	
Plant_Two_marine-derived_mangrove_epiphytic_Aspergillus_sp._Fungi	Two marine-derived mangrove epiphytic Aspergillus sp. Fungi	junk	non-plant/unknown marker ('fungi')
Plant_UCE6	UCE6	junk	contains digits (strain/catalog id)
Plant_Umbelliferaen	Umbelliferaen,	possible_plant	
Plant_Unsteadiness_mould_s_metabolite	Unsteadiness mould's metabolite	possible_plant	
Plant_VTC2-Ketogulonigenium_vulgare_vtc2	VTC2-Ketogulonigenium vulgare [vtc2]	junk	contains digits (strain/catalog id)
Plant_Vascanella_hastata	Vascanella hastata	possible_plant	
Plant_Verrucisispora_sp.	Verrucisispora sp.	possible_plant	
Plant_Vigua_spiralis	Vigua spiralis	possible_plant	
Organism_12916	Wallastonia bifora	possible_plant	
Plant_Walpurgia_stuhlmannii	Walpurgia stuhlmannii	possible_plant	
Plant_Wasabi_sp.	Wasabi sp.	possible_plant	
Plant_Xanthophylum_rubescens	Xanthophylum rubescens	possible_plant	
Plant_Yathea_podophylla	Yathea podophylla	possible_plant	
Plant_Yellow_mantella	Yellow mantella	possible_plant	
Plant_Zadirachta_excelsa	Zadirachta excelsa	possible_plant	
Plant_Zanthium_chasei	Zanthium chasei	possible_plant	
Plant_Zanthoxy_ailanthoides	Zanthoxy ailanthoides	possible_plant	
Plant_ampanula_medium	ampanula medium	possible_plant	
Plant_aristolorbia_gigantea	aristolorbia gigantea	possible_plant	
Plant_aro8_tyr1_aro3	aro8Ã¢ÂÂ tyr1Ã¢ÂÂ aro3Ã¢ÂÂ]	junk	contains digits (strain/catalog id)
Plant_aschochyta_salcorniae	aschochyta salcorniae	possible_plant	
Plant_blackbelly_rosefish	blackbelly rosefish	possible_plant	
Plant_bts1	bts1	junk	contains digits (strain/catalog id)
Plant_chuuk_archipelago	chuuk archipelago	possible_plant	
Plant_crtE	crtE	possible_plant	
Plant_crtYB	crtYB]	junk	contains brackets/parens (strain designation)
Plant_dpp1	dpp1	junk	contains digits (strain/catalog id)
Plant_eDNA_dNA	eDNA dNA	possible_plant	
Plant_erg9	erg9	junk	contains digits (strain/catalog id)
Organism_57442	fairchild tangerine	possible_plant	
Plant_family_Apocinaceae_spp.	family Apocinaceae spp.	possible_plant	
Organism_25855	family Apocynaceae spp.	possible_plant	
Organism_17121	family Euphorbiaceae spp.	possible_plant	
Organism_21837	family Fabaceae spp.	possible_plant	
Organism_20907	family Hydrophyllaceae spp.	possible_plant	
Organism_25454	family Meliaceae spp.	possible_plant	
Organism_25039	family Menispermaceae spp.	possible_plant	
Organism_22202	family Rutaceae spp.	possible_plant	
Plant_field_scabious	field scabious	possible_plant	
Plant_golden_mantella	golden mantella	possible_plant	
Plant_hypericumatomarium_ssp._degenii	hypericumatomarium ssp. degenii	possible_plant	
Plant_hypstis_H._mutabilis	hypstis H. mutabilis	possible_plant	
Plant_ichia_kudriazevii_YS201_Bacillus_subtilis_BS38	ichia kudriazevii YS201 + Bacillus subtilis BS38	junk	contains digits (strain/catalog id)
Plant_laffaariella_sp.	laffaariella sp.	possible_plant	
Organism_24959	legumes	possible_plant	
Plant_lpp1	lpp1]	junk	contains digits (strain/catalog id)
Plant_marine_sp.	marine sp.	possible_plant	
Plant_northern_red_anemone	northern red anemone	junk	non-plant common-name token
Plant_phelinus_spp.	phelinus spp.	possible_plant	
Plant_pntAB	pntAB]	junk	contains brackets/parens (strain designation)
Plant_pseudo-runes	pseudo-runes	possible_plant	
Plant_rox1	rox1	junk	contains digits (strain/catalog id)
Plant_sabinene_synthase_genes	sabinene synthase genes]	junk	contains brackets/parens (strain designation)
Plant_salmon_spp.	salmon spp.	possible_plant	
Plant_short-nosed_bandicoot	short-nosed bandicoot	possible_plant	
Plant_spergillus_carbonarius	spergillus carbonarius	possible_plant	
Plant_spotted_jelly	spotted jelly	possible_plant	
Plant_tart_cherries	tart cherries	possible_plant	
Plant_tufted_milkwort	tufted milkwort	possible_plant	
Plant_two_fungal_morphs_of_the_marine_algal-derived_Aspergillus_alliaceus	two fungal morphs of the marine algal-derived Aspergillus alliaceus	junk	non-plant/unknown marker ('fungal')
Plant_var.Allium_spp.	var.Allium spp.	possible_plant	
Plant_var.Citrus_spp.	var.Citrus spp.	possible_plant	
Plant_velvet_belly_lanternshark	velvet belly lanternshark	junk	non-plant common-name token
Plant_victory_flower	victory flower	possible_plant	
Plant_wood_hedgehog	wood hedgehog	possible_plant	
Plant_feaB	Ã¢ÂÂfeaB]	junk	contains brackets/parens (strain designation)
Organism_1782	Morusalba	possible_plant	
Organism_57363	New Zealand ascidian (Unclassified)	junk	non-plant/unknown marker ('unclassified')
