# source: Wikidata (P1843 taxon common name, then item label/alias); matched by P225 scientific name
# langs: en   retrieved: 2026-08-18
organism_id	scientific_name	wikidata_qid	wikidata_common_name	source_field	all_p1843
Organism_53690	Cassia greggii	Q39130670			
Organism_21058	Cassinopsis madagascariensis	Q18083615			
Plant_Caucasalia_pontica	Caucasalia pontica	Q15561896			
Organism_27564	Caulerpa ashmeadii	Q69692973			
Plant_Ceanothus_sp.	Ceanothus sp.				
Plant_Cecropia_hololeuca	Cecropia hololeuca	Q10272307			
Plant_Cedrelopsis_microfoliata	Cedrelopsis microfoliata				
Plant_Centaurea_inermis	Centaurea inermis	Q15568069			
Organism_14657	Centaurium cachanlahuen	Q15607045			
Plant_Centella_sp.	Centella sp.				
Organism_49467	Cephalocroton cordofanus	Q15401334			
Plant_Ceratonia_sp.	Ceratonia sp.				
Plant_Ceropegia_penicillata	Ceropegia penicillata	Q42560238			
Plant_Ceropegia_plicatiloba	Ceropegia plicatiloba	Q42560283			
Plant_Ceropegia_umbellata	Ceropegia umbellata	Q42560602			
Organism_319	Chaetomorpha crassa	Q105449334			
Organism_46316	Chamaecytisus prolifer	Q15528472			
Plant_Chamaecytisus_pygmaeus	Chamaecytisus pygmaeus	Q109902391			
Plant_Chamomilla_aurea	Chamomilla aurea	Q18462818			
Organism_50192	Championella japonica	Q110285621			
Organism_56560	Chassalia parvifolia	Q15399165			
Organism_1609	Cheirolophus sempervirens	Q5800107			
Plant_Chenopodium_sp.	Chenopodium sp.				
Organism_13442	Chirita micromusa	Q15491542			
Organism_413	Chlorella zofingiensis				
Plant_Christella_acuminata	Christella acuminata	Q49560797			
Organism_26714	Chromolaena collina	Q15594747			
Organism_47163	Chrysanthemum ircutianum	Q109716824			
Organism_51193	Chrysanthemum makinoi				
Plant_Chrysocoma_ciliata	Chrysocoma ciliata	Q21263990	Bitterbush	alias	
Organism_2076	Chrysosplenium maximowiczii	Q15606403			
Plant_Chuquiraga_straminea	Chuquiraga straminea	Q15593230			
Plant_Cicer_baldshuanicum	Cicer baldshuanicum	Q15528803			
Plant_Cinnamomum_spp.	Cinnamomum spp.				
Plant_Citronella_gongonha	Citronella gongonha	Q15379659			
Plant_Citrullus_sp.	Citrullus sp.				
Plant_Citrus_excelsa	Citrus excelsa	Q50828557			
Organism_54077	Citrus lumia	Q3840598	Lumia	label	
Organism_323	Cladophora japonica	Q105450110			
Organism_327	Cladophora ohkuboana				
Organism_335	Cladophoropsis membranacea	Q67155195			
Plant_Claoxylon_parviflorum	Claoxylon parviflorum	Q2975434			
Organism_48764	Clematis songarica	Q4266305			
Organism_12282	Cleome graveolens	Q32857981			
Organism_22437	Cleome icosandra	Q21872407			
Plant_Clinopodium_albanicum	Clinopodium albanicum	Q91299212			
Organism_11928	Clitoria macrophylla	Q15466913			
Organism_8859	Clusia spiritu-sanctensis	Q15354795			
Plant_Coccinia_sp.	Coccinia sp.				
Organism_8398	Coccoloba excoriata	Q21250481			
Plant_Coelidium_spp.	Coelidium spp.				
Organism_18517	Coffea sessiliflora	Q15430779			
Plant_Comanthosphace_stellipila	Comanthosphace stellipila	Q15312854			
Organism_4318	Conandron ramondioides Sieb.et Zucc.				
Organism_35292	Conchocarpus inopinatus	Q15390016			
Organism_29961	Conospermum brachyphyllum	Q15574335			
Plant_Cordia_rufescens	Cordia rufescens	Q15580282			
Organism_14289	Coreopsis bigelovii	Q303296	Bigelow's tickseed	P1843	Bigelow's tickseed
Plant_Coreopsis_longula	Coreopsis longula	Q105016036			
Plant_Coreopsis_spp.	Coreopsis spp.				
Plant_Coreopsis_venusta	Coreopsis venusta	Q15551936			
Plant_Coriandrum_sp.	Coriandrum sp.				
Organism_6541	Corydalis adunca	Q15248257			
Organism_49014	Corydalis humosa	Q10927627			
Organism_6563	Corydalis longicalcarata	Q15247768			
Plant_Corydalis_omeiensis	Corydalis omeiensis				
Organism_45241	Coryphantha calipensis	Q1135845			
Organism_21020	Coryphantha macromeris var. runyonii	Q67195455			
Organism_46058	Coryphantha vivipara	Q10862716	Arizona Spinystar	P1843	Arizona Spinystar
Plant_Costus_sp.	Costus sp.				
Organism_4593	Coutoubea spicata				
Plant_Craspedolobium_schochii	Craspedolobium schochii				
Plant_Craspedolobium_unijugum	Craspedolobium unijugum				
Plant_Crataegus_laciniata	Crataegus laciniata	Q3696544			
Organism_55847	Crataegus pyracantha	Q87640664			
Organism_12549	Cratoxylum prunifolium	Q111459912			
Organism_55867	Crepis multicaulis	Q10933088			
Organism_20548	Critonia daleoides	Q15568031			
Plant_Crossopetalum_parviflorum	Crossopetalum parviflorum	Q15336122			
Organism_3960	Crotalaria prostrata	Q10888131			
Organism_25361	Croton chilensis	Q3004119			
Organism_47464	Croton draconoides	Q3004268			
Plant_Croton_eleuteria	Croton eleuteria	Q135671	cascarilla	P1843	cascarilla
Plant_Croton_nepetaefolius	Croton nepetaefolius				
Plant_Croton_stellulifer	Croton stellulifer	Q25676670			
Plant_Croton_stelluliferus	Croton stelluliferus	Q3005194			
Organism_30100	Cryptocarya cunninghamii	Q15607397			
Organism_17612	Cryptocarya velutinosa	Q15608516			
Organism_51377	Cupaniopsis macropetala	Q15546675			
Organism_7617	Curcuma chuanyujin	Q21262310			
Plant_Cuscuta_pedicellata	Cuscuta pedicellata	Q1146012			
Organism_12040	Cyclolobium claussenii	Q15531095			
Organism_54748	Cyclosorus striatus	Q17185311			
Organism_6015	Cymbopogon densiflorus	Q15514627			
Organism_46882	Cynanchum aphyllum	Q21159611			
Organism_6476	Dacrydium bidwillii	Q14947397			
Organism_12000	Dalbergia spp.				
Organism_46412	Daphne retusa	Q10896545			
Plant_Dasymaschalon_longiflorum	Dasymaschalon longiflorum	Q15354851			
Organism_53327	Datura suaveolens	Q39929613			
Plant_Deinandra_streetsii	Deinandra streetsii	Q15571947			
Plant_Delavaya_toxocarpa	Delavaya toxocarpa	Q8354475			
Plant_Delphinium_thamarae	Delphinium thamarae	Q15372861			
Organism_10733	Dendrobium aurantiacum var.denneanum				
Plant_Dendrobium_bigibbum_var._superbum	Dendrobium bigibbum var. superbum	Q66111357			
Organism_56518	Dendrobium cariniferum	Q15249824			
Plant_Dendrobium_parishii	Dendrobium parishii	Q4157869	Parish's Dendrobium	P1843	Parish's Dendrobium
Plant_Dendrobium_scabrilingue	Dendrobium scabrilingue	Q15461429			
Plant_Dendrobium_trigonopus	Dendrobium trigonopus	Q4037209			
Plant_Dendrobium_williamsonii	Dendrobium williamsonii	Q5221117			
Plant_Dendrophorbium_balsapampae	Dendrophorbium balsapampae	Q5256798			
Plant_Dendrophorbium_elatum	Dendrophorbium elatum	Q89107217			
Plant_Dendrophorbium_usgorense	Dendrophorbium usgorense	Q15573082			
Organism_19508	Derris araripensis	Q109928032			
Organism_7805	Derris sericea				
Plant_Desmanthodium_spp.	Desmanthodium spp.				
Organism_55500	Desmodium floribundum	Q87619502			
Organism_57200	Desmos dunalii	Q17133344			
Organism_10645	Desmos rostrata	Q110883485			
Organism_53389	Dichapetalum toxicarium	Q17565556			
Organism_22655	Dictamnus hispanicus	Q8559839			
Plant_Dictamnus_radicis_Cortex	Dictamnus radicis Cortex				
Organism_48015	Didymeles perrieri	Q17270711			
Plant_Didymocarpus_pedicellatus	Didymocarpus pedicellatus	Q15498500			
Plant_Digitalis_trojana	Digitalis trojana	Q15317302			
Organism_16594	Dimerostemma bishopii	Q15576309			
Organism_8232	Diospyros cauliflora	Q15339620			
Organism_5511	Diospyros hirsuta	Q15351362			
Plant_Diospyros_pegophila	Diospyros pegophila	Q60484309			
Organism_8327	Diospyros quaesita	Q15342319			
Organism_2625	Diplotaxis virgata	Q15541930			
Organism_54640	Dobinea delavayi	Q15246102			
Organism_54676	Dodartia orientalis	Q17757415			
Plant_Dodecadenia_grandiflora	Dodecadenia grandiflora	Q15608470			
Organism_14459	Doliocarpus dentatus	Q17398421			
Plant_Dorstenia_bryoniaefolia	Dorstenia bryoniaefolia	Q104375093			
Organism_53695	Dracocephalum heterophyllum	Q3038532			
Plant_Dryopteris_paleacea	Dryopteris paleacea	Q21260910			
Plant_Duhaldea_eupatorioides	Duhaldea eupatorioides	Q24850571			
Plant_Duhaldea_nervosa	Duhaldea nervosa	Q15580402			
Plant_Dwarf_sea_hare	Dwarf sea hare	Q3171278	Aplysia parvula	alias	
Organism_50006	Echinocereus merkeri	Q41793402			
Organism_13180	Echium rauwolfii	Q15588553			
Organism_29886	Elaeocarpus	Q29128	elaeocarpus	P1843	elaeocarpus
Plant_Elaeodendron_papillosum	Elaeodendron papillosum	Q38621603			
Organism_8666	Eleutherine americana MERR.et HEYNE				
Plant_Eleutherococcus_sp.	Eleutherococcus sp.				
Plant_Elsholtzia_oldhami	Elsholtzia oldhami	Q10915151	Elsholtzia oldhamii	label	
Organism_45009	Embelia kilimandscharica	Q98090714			
Organism_54422	Endiandra baillonii	Q15607554			
Plant_Enkleia_malaccensis	Enkleia malaccensis	Q17581664			
Organism_35349	Eperua bijuga	Q15534340			
Plant_Epimedium_Wanshanense	Epimedium Wanshanense				
Organism_26196	Eremophila neglecta	Q15594511			
Organism_30027	Eriostemon coccineus	Q15390485			
Organism_51984	Eriostemon crowei	Q5189210	Crowea exalata	label	
Organism_29870	Eriostemon trachyphyllus	Q15392687			
Organism_5636	Erythraea centaurium	Q156870	European centaury	P1843	European centaury; common centaury; drug centaury; Centaury; Common Centaury; European Centaury
Organism_29962	Erythroxylum australe	Q264703			
Plant_Erythroxylum_pruinosum	Erythroxylum pruinosum	Q15377751			
Plant_Erythroxylum_sp.	Erythroxylum sp.				
Plant_Erythroxylum_suberosum	Erythroxylum suberosum	Q15377770			
Plant_Espeletia_schultzii	Espeletia schultzii	Q5840169			
Organism_48500	Espeletiopsis tachirensis	Q15599153			
Organism_14090	Ethulia vernonioides	Q15595378			
Organism_412	Ettlia carotinosa	Q69639379			
Organism_44781	Eugenia operculata	Q87646916			
Organism_13127	Eugenia zuchowskiae	Q15367211			
Organism_9419	Euodia xanthoxyloides	Q39837152			
Plant_Eupatorium_obtusissmum	Eupatorium obtusissmum	Q15591316			
Organism_13961	Eupatorium odoratum	Q38717280			
Organism_23852	Eupatorium subhastatum	Q21250675			
Organism_56550	Euphorbia adenochlora	Q14936921			
Plant_Euphorbia_altotibetica	Euphorbia altotibetica				
Plant_Euphorbia_lateriflora	Euphorbia lateriflora				
Plant_Euphorbia_poisonii	Euphorbia poisonii				
Organism_56679	Euphorbia villosa				
Plant_Euphorbia_wulfenii	Euphorbia wulfenii	Q38919754			
Organism_48992	Eurotia ceratoides	Q50836127			
Plant_Fagara_spp.	Fagara spp.				
Organism_54925	Fagara vitiensis	Q110797174			
Organism_14758	Fagonia arabica	Q5855317			
Plant_Fallopia_aubertii	Fallopia aubertii	Q11093157	Silver lace vine	alias	
Organism_12535	Ferula badhysi	Q17139292			
Plant_Ferula_flabelliloba	Ferula flabelliloba	Q15577615			
Organism_14173	Ferula lapidosa	Q10932838			
Organism_16693	Ferula loscosii	Q14253342			
Plant_Ferulago_trachycarpa	Ferulago trachycarpa	Q15581359			
Organism_16817	Ficus hirta	Q15224195			
Plant_Fimbristylis_bisumbellata	Fimbristylis bisumbellata	Q10931790			
Organism_54720	Fissistigma polyanthum	Q11179645			
Organism_16288	Flacourtia ramontchi	Q10935805			
Plant_Folium_pogostemonis	Folium pogostemonis				
Plant_Freshwater_algal_bloom	Freshwater algal bloom				
Organism_2009	Fritillaria yuminensis	Q15543992			
Plant_Fuchsia_splendens	Fuchsia splendens	Q12175320			
Plant_Fuchsia_spp.	Fuchsia spp.				
Plant_Fumaria_petteri	Fumaria petteri	Q15333735			
Organism_13480	Fumaria rostellata	Q160930			
Plant_Galium_melanantherum	Galium melanantherum	Q15450802			
Plant_Garcinia_benthamiana	Garcinia benthamiana	Q15401260			
Organism_57340	Garcinia dioica	Q15390395			
Plant_Garcinia_diospyrifolia	Garcinia diospyrifolia	Q15390523			
Organism_19445	Garcinia eugeniifolia	Q105009587			
Organism_12544	Garcinia terpnophylla	Q15393935			
Organism_17122	Garcinia virgata	Q17526654			
Plant_Gastrocotyle_hispida	Gastrocotyle hispida	Q15225943			
Organism_22049	Gemmingia chinensis	Q87612695			
Organism_17452	Genista obtusiramea	Q15480822			
Plant_Genista_sp.	Genista sp.				
Plant_Gentiana_flavo-maculata	Gentiana flavo-maculata	Q11178398			
Organism_13845	Gentiana olgae	Q15559887			
Organism_45030	Glechoma hirsuta	Q15325845			
Plant_Globularia_dumulosa	Globularia dumulosa	Q15325707			
Organism_12603	Glycine latifolia	Q15536874			
Organism_24629	Gnidia socotrana	Q5393913			
Organism_20607	Gochnatia argentina	Q15550366			
Organism_12175	Gomphrena boliviana	Q15592815	Xeraea boliviana	alias	
Organism_21776	Gonioma malagasy	Q15354261			
Plant_Gordonia	Gordonia	Q134723	gordonia	P1843	gordonia
Plant_Gordonia_kwangsiensis	Gordonia kwangsiensis	Q11062398			
Plant_Gouania_longipetala	Gouania longipetala	Q15541996			
Plant_Grindelia_sp.	Grindelia sp.				
Organism_49352	Grindelia spathulata				
Organism_19781	Guatteria discolor	Q15359864			
Organism_6363	Guatteria rupestris	Q15362452			
Plant_Gymnosporia_buchananii	Gymnosporia buchananii	Q17245610			
Plant_Gymnosporia_serrata	Gymnosporia serrata	Q15344543			
Organism_53981	Gymnosporia wallichiana	Q15345073			
Organism_8201	Gypsophila struthium	Q5890273			
Organism_677	Haematococcus pluvialis	Q469662			
Plant_Haematoxylon_brasiletto	Haematoxylon brasiletto				
Plant_Halophilic_actinomycete	Halophilic actinomycete				
Plant_Halostachys_belangeriana	Halostachys belangeriana	Q15591113			
Organism_4283	Haplomitrium mnioides	Q17302785	Rhopalanthus mnioides	alias	
Plant_Haplopappus_sp.	Haplopappus sp.				
Organism_20504	Haplophragma adenophyllum	Q50842662			
Plant_Haplophyllum_myrtifolium	Haplophyllum myrtifolium	Q18084088			
Organism_16464	Haplophyllum suaveolens	Q15138414			
Plant_Haplophyllum_villosum	Haplophyllum villosum	Q18080572			
Plant_Harpagophytum_prucumbens_D.C.	Harpagophytum prucumbens D.C.				
Organism_13142	Hazunta modesta var.brevituba				
Plant_Heimia_apetala	Heimia apetala	Q17583415			
Organism_17967	Helenium hoopesii	Q38742382			
Organism_3872	Helichrysum monticola	Q15581721			
Organism_7468	Helichrysum polycladum	Q15582572			
Organism_26232	Helichrysum stirlingii	Q38763226			
Organism_12612	Helichrysum thapsus	Q15584061			
Organism_51049	Helichrysum tomentosulum	Q15585853			
Organism_52232	Heliotropium arguzioides	Q15490503			
Organism_12246	Heliotropium bacciferum	Q15490776	Turnsole	P1843	Turnsole
Organism_19555	Heliotropium chenopodiaceum var. ericoideum				
Organism_12715	Heliotropium crassifolium	Q17416237			
Organism_8378	Henriettella fascicularis	Q15389819			
Organism_54215	Heptacyclum zenkeri				
Organism_10763	Heracleum spp.				
Plant_Heracleum_wolongense	Heracleum wolongense	Q15583205			
Organism_18045	Heritiera ornithocephala	Q15373579			
Organism_13262	Herpetospermum caudigerum Wall.				
Plant_Herpetospermum_pedunculosum	Herpetospermum pedunculosum	Q11144273			
Plant_Heuchera_spp.	Heuchera spp.				
Organism_15366	Hieracium intybaceum All.				
Plant_Himantandra_belgraveana	Himantandra belgraveana	Q66481471			
Organism_49083	Hippeastrum argentinum	Q2485285			
Plant_Hirtellina_fruticosa	Hirtellina fruticosa	Q15586664			
Plant_Hoffmannanthus_abbotianus	Hoffmannanthus abbotianus	Q42673798			
Organism_46616	Homalium cochinchinense	Q10914655	Homalium cochinchinense var. pseudopaniculatum	label	
Organism_53302	Hopea exalata	Q5456208			
Plant_Hovenia_trichocarea	Hovenia trichocarea				
Organism_1392	Hugonia busseana	Q17548483			
Plant_Hygrophila_schulli	Hygrophila schulli	Q15328705			
Plant_Hymenophyllum_nephrophyllum	Hymenophyllum nephrophyllum	Q3144019	kidney fern	P1843	kidney fern
Plant_Hymenopus_heteromorphus	Hymenopus heteromorphus	Q80700853			
Plant_Hyoscyamus_sp.	Hyoscyamus sp.				
Organism_8548	Hypericum linarioides BOSSE				
Plant_Hypericum_mysurense	Hypericum mysurense	Q54775715			
Plant_Hypocalyptus_spp.	Hypocalyptus spp.				
Plant_Hyptis	Hyptis	Q2600191	bushmint	P1843	bushmint
Plant_Hyptis_dilatata	Hyptis dilatata	Q15330392			
Organism_14053	Hyptis fasciculata				
Plant_Ilex	Ilex				
Organism_52155	Indigofera microcarpa				
Organism_55216	Inula salicifolia				
Organism_54827	Inula verbascifolia subsp. methanea				
Organism_8750	Isatis cappadocica	Q17235874			
Plant_Isodon_Effusa	Isodon Effusa				
Plant_Isodon_Shikokiana_Var._Occidentalis	Isodon Shikokiana Var. Occidentalis				
Plant_Jacaranda_decurrens	Jacaranda decurrens	Q6110481			
Plant_Jacobaea_auricula	Jacobaea auricula	Q15593014			
Organism_5031	Jasonia glutinosa	Q5927170			
Plant_Jnula_britannica	Jnula britannica				
Plant_Jungermannia_vulcanicola	Jungermannia vulcanicola	Q17290571			
Plant_Juniperus_Taiwaniana	Juniperus Taiwaniana	Q17165400			
Organism_24096	Juniperus utahensis	Q15044017			
Plant_Justicia_buchii	Justicia buchii	Q17680068			
Organism_23028	Justicia flava	Q15333967	Yellow Justicia	alias	
Plant_Justicia_ramosa	Justicia ramosa	Q15335209			
Plant_Kadsura_Lancilimba	Kadsura Lancilimba	Q12234608			
Plant_Keetia_multiflora	Keetia multiflora	Q15468287			
Plant_Kermadecia_rotundifolia	Kermadecia rotundifolia	Q18082609			
Organism_56538	Kielmeyera reticulata	Q17565450			
Plant_Knightia_stobiline	Knightia stobiline				
Plant_Koanophyllon_simillimum	Koanophyllon simillimum	Q15597987			
Plant_Krameria_paucifolia	Krameria paucifolia	Q15596654			
Plant_Krubera_peregrina	Krubera peregrina	Q17133119			
Organism_30159	Kuntheria pedunculata	Q544852			
Plant_Kunzea_sinclairii	Kunzea sinclairii	Q15368974	Great Barrier Island kānuka	alias	
Plant_Lactuca_formosana	Lactuca formosana	Q24850843			
Organism_14342	Lampranthus peersii	Q17238368			
Plant_Lantana_radula	Lantana radula	Q15431632			
Plant_Larrea_sp.	Larrea sp.				
Plant_Laumoniera_bruceadelpha	Laumoniera bruceadelpha	Q18078507			
Organism_1154	Lavandula mairei var. mairei	Q104114677	Lavandula mairei mairei	alias	
Organism_57062	Lecaniodiscus cupanioides	Q15525629			
Plant_Leionema_ralstonii	Leionema ralstonii	Q15392826			
Organism_50363	Lejeunea pallescens	Q17283919			
Plant_Lemna_sp.	Lemna sp.				
Plant_Lepechinia_meyenii	Lepechinia meyenii	Q15341801			
Plant_Lepidium_cartilagineum	Lepidium cartilagineum	Q15431302			
Plant_Leucanthemum_sp.	Leucanthemum sp.				
Plant_Leuconotis_sp.	Leuconotis sp.				
Plant_Leucosceptrum	Leucosceptrum	Q9021982			
Plant_Liabum_solidagineum	Liabum solidagineum	Q15588693			
Plant_Libanothamnus_banksiifolius	Libanothamnus banksiifolius	Q105002123			
Organism_22847	Licaria canella	Q15612397			
Plant_Lignum_pterocarpi_indici	Lignum pterocarpi indici				
Organism_14869	Ligularia speciosa	Q109701267			
Organism_52080	Limnocitrus littoralis	Q5472737			
Plant_Linanthus_spp.	Linanthus spp.				
Organism_55854	Lindsaea chienii	Q15245334			
Plant_Linzia_rosenii	Linzia rosenii	Q42674417			
Plant_Liparia_spp.	Liparia spp.				
Organism_35250	Lippia alnifolia	Q15432521			
Plant_Liquor_jiu	Liquor jiu				
Plant_Liriodendron_sp.	Liriodendron sp.				
Organism_51113	Litsea citrata	Q110688344			
Plant_Litsea_lecardii	Litsea lecardii	Q18077905			
Plant_Lobostemon	Lobostemon	Q5644154			
Plant_Lonchocarpus	Lonchocarpus	Q1756340	lancepod	P1843	lancepod
Plant_Lotononis	Lotononis	Q3311123	lotononis	P1843	lotononis
Organism_9747	Lotus hispidus	Q15435911	Hairy Bird's-foot-trefoil	P1843	Hairy Bird's-foot-trefoil
Organism_54611	Lsodon oresbia				
Organism_18367	Lupinus laxus	Q109875144			
Plant_Luxemburgia_octandra	Luxemburgia octandra	Q17556690			
Plant_Lychnophora_blanchetii	Lychnophora blanchetii	Q105024618			
Organism_16636	Lycopodium gnidioides	Q38233758			
Organism_5952	Macaranga denticulata	Q10875484			
Organism_14074	Macaranga schweinfurthii	Q15359742			
Plant_Magnolia_elegans	Magnolia elegans	Q15600668			
Plant_Magydaris_pastinacea	Magydaris pastinacea	Q3843415			
Organism_51953	Mahonia morrisonensis	Q111397208			
Plant_Mallotus_sp.	Mallotus sp.				
Organism_55497	Mammillaria krameri				
Organism_20966	Marchantia chenopoda	Q17296644			
Organism_22688	Marila laxiflora	Q15364734			
Plant_Marine_bacillus	Marine bacillus				
Plant_Marrubium_sp.	Marrubium sp.				
Organism_50194	Martynia louisiana	Q39250434			
Plant_Mashua	Mashua	Q766182	anu	P1843	anu
Organism_125	Matayba oppositifolia	Q15526102			
Organism_52672	Maytenus oblongata	Q15329919			
Plant_Maytenus_putterlickoides	Maytenus putterlickoides	Q117054239	M. putterlickoides	alias	
