# source: Wikidata (P1843 taxon common name, then item label/alias); matched by P225 scientific name
# langs: en   retrieved: 2026-08-18
organism_id	scientific_name	wikidata_qid	wikidata_common_name	source_field	all_p1843
Plant_Miconia_trailii	Miconia trailii				
Plant_Microliabum_candidum	Microliabum candidum	Q15559744			
Plant_Mikania_hoehnei	Mikania hoehnei	Q15560998			
Plant_Mikania_thapsoides	Mikania thapsoides	Q15563434			
Organism_1463	Millettia oblata	Q15491482			
Plant_Millettia_pachyloba	Millettia pachyloba	Q11149892			
Organism_43809	Mimusops manilkara				
Plant_Mirabilis_himalaica	Mirabilis himalaica	Q21314964	Mirabilis himalaica ex	alias	
Plant_Miscanthus_spp.	Miscanthus spp.				
Organism_15256	Mitragyna macrophylla	Q98104394			
Plant_Moghania_faginea	Moghania faginea				
Plant_Molinia_spp.	Molinia spp.				
Organism_10662	Mollinedia marliae	Q18074042			
Organism_45034	Monadenium lugardae	Q38920909	Monadenium lugardiae	label	
Organism_26132	Monechma ciliatum	Q15343395			
Organism_3331	Monocarpia marginalis	Q15363421			
Plant_Monochaetum_malabathuricum	Monochaetum malabathuricum				
Plant_Monochaetum_normale	Monochaetum normale				
Plant_Monotes_africana	Monotes africana	Q15461061			
Organism_7543	Monotes africanus	Q17571807			
Organism_14150	Montanoa gigas	Q104937406			
Plant_Moquilea_licaniaeflora	Moquilea licaniaeflora	Q104848314			
Organism_12482	Morinda angustifolia	Q11177601			
Organism_6433	Mosla soochouensis	Q15344364			
Organism_10144	Myrioneuron nutans	Q15248291			
Organism_51454	Myristica castaneifolia	Q17140283	Fiji nutmeg	alias	
Organism_26319	Myristica cinnamomea	Q5405214			
Organism_10573	Myrocarpus fastigiatus	Q15535612			
Organism_31746	Narcissus radiiflorus Salisb.				
Plant_Nectandra	Nectandra	Q3312303	sweetwood	P1843	sweetwood
Organism_35384	Nectandra miranda	Q39103977			
Plant_Neolitsea_foliosa	Neolitsea foliosa	Q18076784			
Plant_Neolitsea_umbrosa	Neolitsea umbrosa	Q15609004			
Plant_Neostenanthera_gabonensis	Neostenanthera gabonensis	Q15363639			
Organism_54256	Nepeta suavis	Q15347748			
Plant_Nernstia_mexicana	Nernstia mexicana	Q6996528			
Organism_7481	Nicotiana rosulata	Q15531535			
Organism_50958	Notholaena pallens	Q38241765			
Organism_5337	Notoseris gracilipes C. Shih				
Plant_Nymphaea_maculata	Nymphaea maculata	Q17253373			
Organism_55307	Ochrosia sandwicensis	Q104937748			
Organism_6093	Ocotea leucoxylon				
Plant_Onoclea_orientalis	Onoclea orientalis				
Organism_55084	Ononis angustissima				
Plant_Onopordum_corymbosum	Onopordum corymbosum				
Organism_53858	Orobanche cernua var. cumana	Q25121204			
Organism_14856	Orophea hexandra	Q17133385			
Plant_Ozothamnus_spp.	Ozothamnus spp.				
Organism_6466	Pachygone loyaltiensis Diels				
Organism_52941	Pachypodium lealii	Q310804	Bottle tree	P1843	Bottle tree
Plant_Packera_candidissima	Packera candidissima	Q15578306			
Organism_45589	Pandanus boninensis	Q293360			
Organism_15236	Papaver tauricola	Q111212565			
Plant_Parahancornia_fasciculata	Parahancornia fasciculata	Q6060970			
Plant_Parasenecio_roborowskii	Parasenecio roborowskii	Q15231676			
Organism_26334	Parastrephia quadrangularis	Q15581069			
Plant_Parinari_montana	Parinari montana	Q15370148			
Organism_52898	Paris delavayi	Q15544687			
Plant_Paris_sp.	Paris sp.				
Organism_14906	Parsonsia spiralis				
Organism_2651	Parthenium rollinsianum	Q15585763			
Plant_Passiflora_hybrid	Passiflora hybrid				
Plant_Passiflora_menispermifolia	Passiflora menispermifolia	Q15493039			
Plant_Passiflora_perfoliata	Passiflora perfoliata	Q15494259			
Plant_Pavonia_alba	Pavonia alba	Q15378230			
Organism_52882	Pedicularis decora	Q15231085			
Organism_29467	Pelargonium	Q146118	Geranium	P1843	Geranium
Organism_54568	Perezia coerulescens	Q105009831			
Organism_17631	Periploca aphylla	Q6965169			
Plant_Persicaria_stagnina	Persicaria stagnina	Q15595543			
Plant_Peruvian_amazonian	Peruvian amazonian				
Organism_7926	Perymenium featherstonei	Q21310954			
Plant_Petasites_sp.	Petasites sp.				
Organism_10279	Petunia reitzii	Q2081305			
Organism_25754	Phalaenopsis amabilis	Q1069597	Moth orchid	P1843	Moth orchid
Organism_30394	Phebalium ralstonii	Q65945237			
Plant_Phedimus_selskanianus	Phedimus selskanianus	Q17759741			
Organism_47725	Philodendron guttiferum	Q15313994			
Organism_26412	Philotheca citrina	Q18082771			
Plant_Phlegmariurus_ovatifolius	Phlegmariurus ovatifolius	Q10910615			
Plant_Phleum_spp.	Phleum spp.				
Plant_Phlomoides_betonicoides	Phlomoides betonicoides	Q28812672			
Plant_Phyllanthus_angkorensis	Phyllanthus angkorensis	Q15448249			
Organism_14221	Phyllanthus anisolobus	Q15448903			
Organism_49847	Phyllanthus muellerianus	Q15456277			
Organism_45373	Picea jezoensis var. jezoensis	Q10910681	Picea jezoensis var. ajanensis	label	
Organism_52542	Picramnia glazioviana	Q17586821			
Organism_49651	Picrasma ailanthoides	Q50857274			
Plant_Picrasma_allanthoides	Picrasma allanthoides				
Organism_5213	Picris cyanocarpa Boiss.				
Organism_46781	Pimpinella aurea	Q15588662			
Plant_Pimpinella_monoica	Pimpinella monoica	Q3905068			
Plant_Pimpinella_wallichiana	Pimpinella wallichiana	Q110306923			
Organism_48778	Pinus apacheca				
Organism_9604	Pinus sosnowskyi	Q50847353			
Organism_48319	Piper artanthe	Q15596036			
Organism_55925	Piper khasianum	Q10807331			
Organism_20361	Piper polysyphorum	Q11121136			
Organism_1070	Pituranthos triradiatus	Q17140874			
Organism_15200	Plagiochila stephensoniana	Q49606867			
Organism_11049	Plagiochila trabeculata	Q17268364			
Plant_Plagiogyria_glauca	Plagiogyria glauca	Q17034927			
Organism_26929	Planchonella anteridifera	Q15320386			
Organism_7176	Plantago raoulii	Q17743756			
Organism_23139	Plectranthus cyaneus	Q15351680			
Organism_4521	Pleuropterus ciliinervis	Q39600373			
Plant_Pleurozia_gigantea	Pleurozia gigantea	Q15313772			
Plant_Ploiarium_alternifolium	Ploiarium alternifolium	Q17565275			
Organism_3694	Poa spp.				
Organism_25047	Podocarpus philippinensis	Q15232482			
Organism_22814	Podocarpus spicatus	Q14947646			
Plant_Polyachyrus_fuscus	Polyachyrus fuscus	Q15596593			
Organism_25915	Polygonum  senticosum				
Plant_Polygonum_weyrichii	Polygonum weyrichii	Q4346211			
Organism_5441	Populus pseudosimonii	Q11035369			
Organism_55517	Porella densifolia	Q15313944			
Organism_16737	Porella subobtusa	Q17269413			
Organism_26223	Potentilla kleiniana	Q15248952			
Organism_53295	Poupartia borbonica	Q2409233			
Plant_Prumnopitys_montana	Prumnopitys montana	Q5226918			
Plant_Psephellus_huber-morathii	Psephellus huber-morathii	Q15599927			
Plant_Psephellus_schischkinii	Psephellus schischkinii	Q15598083			
Plant_Pseudolephantopus_spicatus	Pseudolephantopus spicatus				
Plant_Psorospermum_aurantiacum	Psorospermum aurantiacum	Q17566158			
Plant_Psychotria_burucana	Psychotria burucana				
Organism_4279	Pteleopsis hylodendron	Q17583191			
Plant_Pteridium_revolutum	Pteridium revolutum	Q11128500			
Organism_9806	Pteris kiuschiuensis	Q11061247			
Plant_Pteris_sinensis	Pteris sinensis	Q17117598			
Plant_Pterocephalus_pinardii	Pterocephalus pinardii	Q17436349			
Organism_54503	Pulicaria odora	Q7255940			
Plant_Pulicaria_sicula	Pulicaria sicula	Q5850610			
Organism_5236	Putoria calabrica	Q21312447			
Organism_3970	Puya coerulea	Q7262576			
Organism_3972	Puya densiflora	Q15518682			
Organism_16125	Pycnarrhena manillensis	Q17796470			
Organism_52336	Pyrus lanata	Q50852707			
Organism_49738	Quivisianthe papinae	Q15546075			
Organism_15765	Rabdosia inflexa	Q10894746			
Organism_8580	Radula frondescens	Q17263682			
Organism_24146	Rapanea maximowiczii	Q39607764			
Plant_Raputiarana_heptaphylla	Raputiarana heptaphylla	Q91466353			
Organism_5556	Rauvolfia cubana	Q10913288			
Organism_5558	Rauvolfia littoralis	Q15374366			
Organism_5633	Rauvolfia obscura	Q50860952			
Organism_5649	Rauvolfia spathulata				
Plant_Rhamnus_thymifolia	Rhamnus thymifolia				
Organism_26315	Rhamnus virgata				
Plant_Rhazya_sticta	Rhazya sticta				
Plant_Rheum_racemiferum	Rheum racemiferum	Q11072769			
Organism_329	Rhizoclonium grande	Q69711262			
Organism_14828	Rhododendron collettianum	Q17242270			
Plant_Rhododendron_hippophaeoides	Rhododendron hippophaeoides	Q7321143			
Organism_54515	Rhododendron nyingchiense	Q11106877			
Organism_50044	Rhododendron vaccinioides	Q15239523			
Organism_55537	Rhus punjabensis	Q11085329			
Organism_2883	Rhus pyroides	Q3643996	Searsia pyroides	alias	
Organism_5641	Rhus semialata	Q50864334			
Plant_Robinsonia_thurifera	Robinsonia thurifera	Q15549391			
Organism_23836	Rollinia dolabripetala	Q15365300			
Organism_53491	Rubia philippinensis	Q15441477			
Plant_Rubia_sp.	Rubia sp.				
Plant_Rudgea_viburnioides	Rudgea viburnioides				
Plant_Rumex_pictus	Rumex pictus	Q18078109			
Organism_923	Sabal peregrina	Q110965222			
Organism_23281	Salacia reticulata var.beta-diandra WIGHT				
Organism_52540	Salvia infuscata	Q15359954			
Plant_Sambucus_chinensis	Sambucus chinensis	Q1018760			
Plant_Sarcolaeana_multiflora	Sarcolaeana multiflora				
Organism_30184	Sarcomelicope simplicifolia	Q7423601			
Organism_49571	Sarcopyramis nepalensis	Q104911504			
Plant_Satsuki_azalea	Satsuki azalea	Q5366359	Rhododendron indicum	alias	
Plant_Satureja_cilicica	Satureja cilicica	Q15363791			
Plant_Scaevola_floribunda	Scaevola floribunda	Q5414914			
Organism_6290	Schinopsis lorentzii	Q311354			
Plant_Schisandra_plena	Schisandra plena	Q12218788			
Organism_47922	Schistocarpha bicolor	Q15558360			
Plant_Schlotheimia_grevilleana	Schlotheimia grevilleana	Q10914834			
Organism_14396	Scirpus fluviatilis	Q7434050			
Plant_Scorzonera_virgata	Scorzonera virgata	Q109680143			
Plant_Scutellaria_squarrosa	Scutellaria squarrosa	Q15366282			
Plant_Sedum_apoleipon	Sedum apoleipon	Q15486681			
Organism_12514	Sedum ewersii	Q15493573			
Plant_Sedum_laconicum	Sedum laconicum	Q15485801			
Plant_Sedum_multiceps	Sedum multiceps	Q15485803			
Plant_Sedum_urvillei	Sedum urvillei	Q15489488			
Organism_21107	Selaginella sinensis	Q10872251			
Organism_49946	Selinum carvi	Q110307427			
Plant_Senecio_bracteatus	Senecio bracteatus	Q15593067			
Organism_52873	Senecio bracteolatus	Q15593338			
Organism_51189	Senecio brevilorus	Q15591298			
Plant_Senecio_laricifolius	Senecio laricifolius	Q15598466			
Organism_11963	Senecio linifolius	Q15600276			
Plant_Senecio_rodriguezii	Senecio rodriguezii	Q104969715	Senecio varicosus	alias	
Plant_Senecio_varicosus	Senecio varicosus	Q15602514	Senecio rodriguezii	alias	
Organism_55573	Serjania salzmanniana	Q18080830			
Plant_Serjania_triquetra	Serjania triquetra	Q15529402			
Plant_Seseli_mucronatum	Seseli mucronatum	Q15590646			
Organism_10767	Seseli webbii Cosson.				
Organism_12744	Shorea disticha	Q5479001			
Organism_14970	Shuteria vestita	Q24852585			
Organism_1449	Sideritis cossoniana	Q15367131			
Organism_1726	Sideritis incana subsp. incana	Q95575472			
Plant_Sideritis_leptoclada	Sideritis leptoclada	Q15367158			
Organism_48765	Sideritis pumila	Q15367747			
Plant_Silene_turkestanica	Silene turkestanica	Q15575686			
Plant_Simicratea_welwitschii	Simicratea welwitschii	Q9077488			
Plant_Simira_rubescens	Simira rubescens	Q15449028	Simira rubescens ex	alias	
Plant_Sinarundinaria_spp.	Sinarundinaria spp.				
Organism_14875	Siparuna tonduziana	Q112041248			
Plant_Smilax_perfoliata	Smilax perfoliata	Q15249002			
Organism_5156	Smirnowia iranica	Q50868101			
Organism_49950	Solanum coccineum				
Plant_Solenostemon_sylvaticus	Solenostemon sylvaticus	Q110083926			
Plant_Sonchus_brachylobus	Sonchus brachylobus	Q15567700			
Organism_1434	Sonchus gomerensis	Q6132142			
Plant_Sonchus_lidii	Sonchus lidii	Q15568065			
Organism_1606	Sonchus pinnatifidus	Q15570135			
Plant_Sonchus_platylepis	Sonchus platylepis	Q15568233			
Plant_Sonchus_schweinfurthii	Sonchus schweinfurthii	Q15568775			
Plant_Sophora_vicllfolia	Sophora vicllfolia				
Plant_Sorbus_pallescens	Sorbus pallescens	Q15228458			
Organism_56485	Soulamea amara	Q18083149			
Organism_21981	Soulamea tomentosa	Q18081572			
Organism_12636	Spermacoce laevis Roxb.				
Plant_Sphaeranthus_kirkii_var._cyathuloides	Sphaeranthus kirkii var. cyathuloides	Q50999222	Sphaeranthus kirkii cyathuloides	alias	
Organism_50957	Spiraea koreana	Q50865886			
Organism_55649	Stachys bombycina	Q15367557			
Plant_Stanhopea_lietzei	Stanhopea lietzei	Q7598894			
Organism_15835	Stephania dicentrinifera H.S.Lo & M.Yang				
Organism_6310	Stephania intermedia H.S.Lo.				
Organism_5836	Stephania kwangsiensis H.S.Lo				
Organism_4738	Stephania macrantha	Q15227781			
Organism_45626	Sterculia alata	Q39245058			
Organism_3543	Sterculia parviflora	Q5417527			
Plant_Stiff_silkworm	Stiff silkworm				
Organism_53583	Stizolobium capitatum	Q50863913			
Plant_Struthiopteris_castanea	Struthiopteris castanea	Q15611480			
Organism_21411	Strychnos dinklagei	Q18075291			
Organism_8689	Strychnos vacacoua				
Organism_14682	Swertia bimaculata	Q15238251			
Plant_Swertia_chirayta	Swertia chirayta	Q18082071			
Organism_14696	Swertia racemosa	Q15245462			
Plant_Tabebuia_sp.	Tabebuia sp.				
Organism_26435	Tabernaemontana albiflora (Miq.) Pulle	Q18075456			
Organism_3689	Tabernaemontana contorta Stapf.				
Organism_2183	Tabernaemontana debrayi (Mgf.)Leeuwenberg				
Organism_3698	Tabernaemontana longiflora Benth.				
Plant_Tabernaemontana_pauciflora	Tabernaemontana pauciflora	Q14862282			
Organism_19569	Tagetes rupestris				
Organism_25914	Tamarix pakistanica				
Organism_43997	Tanaecium pyramidatum				
Organism_1707	Taverniera abyssinica				
Plant_Taxodium_huegelii	Taxodium huegelii	Q17275256			
Plant_Taxus_sp.	Taxus sp.				
Organism_13687	Tecoma grandiflora	Q1192466	Chinese Trumpet Vine	P1843	Chinese Trumpet Vine
Organism_51759	Terminalia calamansanay	Q17583084	Terminalia calamansanai	label	
Plant_Terminalia_hylodendron	Terminalia hylodendron	Q90611921			
Organism_52630	Tetradesmus obliquus	Q104386258			
Organism_340	Tetraselmis chui	Q7706733			
Organism_380	Tetraselmis sp.				
Organism_50925	Thalictrum elegans	Q10958082			
Organism_9306	Thellungiella halophila ecotype Shandong				
Organism_9294	Tithonia fruticosa	Q15558911			
Organism_1686	Toddalia asiatica	Q3595885			
Plant_Tricerma_vitis-idaeum	Tricerma vitis-idaeum	Q15328163			
Plant_Trichilia_schomburgkii	Trichilia schomburgkii	Q15526303			
Plant_Trichomanes_reptans	Trichomanes reptans	Q104846946			
Organism_16606	Triclisia patens	Q15328599			
Organism_52340	Trigonostemon cherrieri	Q3006048			
Plant_Trigonostemon_heteranthus	Trigonostemon heteranthus	Q15385291			
Plant_Trigonostemon_longifolius	Trigonostemon longifolius	Q110374790			
Organism_44888	Triumfetta flavescens	Q17579227			
Organism_2802	Tupistra chinensis	Q8261270			
Plant_Turbinicarpus_schmiedickeanus	Turbinicarpus schmiedickeanus	Q143438			
Organism_1220	Turraea robusta	Q18077568			
Organism_47338	Uncaria bernaysii	Q15460756			
Plant_Uraria_tonkinesis	Uraria tonkinesis				
Plant_Urginea_sp.	Urginea sp.				
Organism_46407	Urtica circularis	Q15554116			
Organism_1065	Uvaria leptocladon	Q17139695			
Plant_Uvaria_mocali	Uvaria mocali				
Plant_Valeriana_pulvinata	Valeriana pulvinata	Q89273694			
Organism_13342	Valeriana wallichii	Q7911226			
Organism_15458	Vanillosmopsis erythropappa	Q104596486			
Plant_Vatica	Vatica	Q2696986			
Organism_23237	Vellozia scoparia	Q15612551			
Plant_Vepris_simplicifolia	Vepris simplicifolia	Q15394363			
Organism_1253	Verbascum dentifolium	Q17746824			
Plant_Verbascum_macrurum	Verbascum macrurum	Q17746589			
Organism_15978	Verbesina coahuilensis	Q15562851			
Organism_56779	Verbesina glabrata	Q15563621			
Organism_46737	Vernonia echioides	Q15566197			
Plant_Veronica_stenophylla	Veronica stenophylla	Q17744707			
Organism_55514	Vicia abbreviata	Q15525386			
Plant_Vinca_sp.	Vinca sp.				
Organism_45574	Viola formosana	Q10914644			
Plant_Virola_flexuosa	Virola flexuosa	Q15491001			
Plant_Vitis_spp.	Vitis spp.				
Plant_Wedelia_montevidensis	Wedelia montevidensis	Q65951427			
Plant_Wedelia_regis	Wedelia regis	Q104988185			
Organism_21887	Wiesnerella denudata	Q17264629			
Organism_331	Wittrockiella lyallii	Q69712208			
Organism_30393	Wurmbea deserticola	Q15545917			
Plant_Wurmbea_inframediana	Wurmbea inframediana	Q15546664			
Plant_Wurmbea_tenella	Wurmbea tenella	Q15547204	eight nancy	P1843	eight nancy
Organism_25357	Xanthium riparium				
Organism_9696	Xylopia africana	Q5467465			
Plant_Zamia_miqueli	Zamia miqueli				
Organism_3760	Zanthoxylum alatum	Q41778512			
Organism_26135	Zanthoxylum dissitum	Q15251016			
Organism_22004	Zanthoxylum hyemale	Q22113213			
Plant_Zemisia_discolor	Zemisia discolor	Q15573700			
Plant_Zephyranthes_andersoniana	Zephyranthes andersoniana				
Organism_9658	Ziziphora hispanica	Q15376091			
Plant_Ziziphora_tenuior	Ziziphora tenuior	Q4191811			
Organism_52045	barleria alluaudii	Q15345622			
Plant_cartwtereementas_de_mitas	cartwtereementas de mitas	Q857903	Craterellus cornucopioides	alias	
Organism_45811	euphorbia squamosa	Q15389914			
Organism_8493	family Asteraceae spp.				
Plant_garden_chervil	garden chervil	Q218462	garden chervil	P1843	garden chervil
Organism_52849	lysimachia parvifolia	Q10958224			
Organism_54919	piper hoffmanseggianum				
Plant_pulmonate_mollusks	pulmonate mollusks				
Plant_salvia_shannoni	salvia shannoni	Q7406894	Salvia shannonii	label	
Organism_56700	sarcostemma acidum	Q3950495			
Organism_52437	sinocalycanthus chinensis	Q50870612			
Plant_siraitia_gros_venorii	siraitia gros venorii				
Plant_strongylophora	strongylophora	Q104395549			
Organism_55219	stuhlmannia moavi	Q5465410			
Organism_50112	tricalysia fruticosa				
Organism_56768	verbesina caracasana	Q104884495			
Organism_53662	vitex vestita	Q11177759			
Organism_29684	Abelmoschus ficulneus	Q4666724	White Wild Musk Mallow	alias	
Plant_Abelmoschus_sagittifolius	Abelmoschus sagittifolius	Q15240243			
Organism_12462	Acacia buxifolia	Q2583185			
Organism_5711	Acacia polyacantha subsp.camphylacantha				
Plant_Acacia_pycnostachya	Acacia pycnostachya	Q9568420			
Plant_Acacia_retinoide	Acacia retinoide	Q10518350	Acacia retinoides	label	
Plant_Acacia_sieberana	Acacia sieberana	Q15289001			
Organism_15577	Acanthophyllum squarrosum	Q15560611			
Plant_Achillea_biserrata	Achillea biserrata	Q15584108			
Organism_26368	Achillea sintenisii	Q15587341			
Plant_Achillea_sipikorensis	Achillea sipikorensis	Q15587539			
Plant_Achillea_teretifolia	Achillea teretifolia	Q15588143			
Plant_Achillea_umbellata	Achillea umbellata	Q15589895			
Plant_Achillea_vermicularis	Achillea vermicularis	Q15590859			
Organism_17525	Aconitum piepunense	Q10875886			
Plant_Aconitum_vesoense_var._macroyesoense	Aconitum vesoense var. macroyesoense				
Plant_Adiantum_sp.	Adiantum sp.				
Plant_Adonis_sp.	Adonis sp.				
Organism_54009	Aflatunia ulmifolia	Q19427240			
Organism_51490	Ageratina cylindrica	Q15573283			
Organism_55282	Aglaia pirifera				
Plant_Aglaia_spp.	Aglaia spp.				
Plant_Aidia_canthioides	Aidia canthioides				
Organism_46341	Albizia subdimidiata				
Organism_23948	Albizzia julibrissin	Q750307	silktree	P1843	silktree; pink siris tree
Plant_Aloe_classenii	Aloe classenii	Q2649914			
Plant_Aloe_kilifiensis	Aloe kilifiensis	Q310682			
Plant_Aloe_leachii	Aloe leachii	Q2650043			
Plant_Aloe_macrocarpa	Aloe macrocarpa	Q82324			
Plant_Aloe_monticola	Aloe monticola	Q93403			
Plant_Aloe_pirottae	Aloe pirottae	Q194959			
Organism_1519	Aloe pulcherrima	Q390889			
Plant_Aloe_rugosifolia	Aloe rugosifolia	Q404465			
Plant_Aloe_sinana	Aloe sinana	Q2650113			
Plant_Aloe_sobolifera	Aloe sobolifera	Q15442162			
Plant_Alseodaphnopsis_andersonii	Alseodaphnopsis andersonii	Q43085942			
Plant_Alstonia_lanceolata	Alstonia lanceolata	Q15389900			
Organism_3933	Alstonia quaternata	Q15390769			
Organism_6204	Alstonia somersetensis	Q65930528			
Plant_Ambassa_hochstetteri	Ambassa hochstetteri	Q64535020			
Plant_Ambrosia_microcephala	Ambrosia microcephala	Q15583362			
Organism_50035	Amomum muricarpum	Q15238011			
Organism_49969	Amomum sceptrum	Q104415451			
Plant_Ampelopsis_heterophylla_var._hancei	Ampelopsis heterophylla var. hancei	Q10890218			
Organism_52709	Ampelopsis quinquefolia	Q157968	Virginia creeper	P1843	Virginia creeper
Plant_Ampelozizyphus_amazonicus	Ampelozizyphus amazonicus	Q147766	Ampelozizipheae	alias	
Plant_Amphithalea_spp.	Amphithalea spp.				
Plant_Amsinckia_eastwoodae	Amsinckia eastwoodae	Q104375498			
Organism_13464	Amyris pinnata	Q15387993			
Organism_45020	Anaxagorea prinoides	Q15401042			
Organism_7673	Ancistrocladus benomensis	Q17240366			
Organism_9220	Anethum sowa	Q15561164			
Organism_51414	Angelica porphyrocaulis	Q50827474			
Plant_Anisocyla_jollyana	Anisocyla jollyana				
Organism_14925	Anisodus acutangulus	Q549045			
Organism_11399	Anisomeles ovata	Q50827957			
Plant_Ankistrodesmus_spp.	Ankistrodesmus spp.				
Organism_55144	Annona cristalensis	Q1611268			
Plant_Annona_pittieri	Annona pittieri	Q15401014			
Plant_Anthelepis_undulata	Anthelepis undulata	Q93952809			
Organism_51106	Anthemis melanolepis	Q109610463			
Plant_Anthyllis_henoniana	Anthyllis henoniana	Q15523489			
Organism_57604	Antiphiona fragrans	Q15583382			
Plant_Antirrhinum_spp.	Antirrhinum spp.				
Organism_15603	Arabis amplexicaulis	Q11076769			
Organism_48680	Aralia dasyphylla	Q770984			
Organism_8242	Aralia spinifolia	Q15225265			
Plant_Argyrolobium_lotoides	Argyrolobium lotoides	Q15502241			
Organism_26065	Argyrolobium variopile	Q15502585			
Organism_53623	Arisaema decipiens	Q4034341			
Plant_Aristolochia_cucurbitafolia	Aristolochia cucurbitafolia				
Organism_18153	Aristolochia liukiuensis	Q15464957			
Plant_Aristolochia_ponticum	Aristolochia ponticum				
Organism_21876	Aristolochia taliscana	Q15465405			
Plant_Arousa_sp.	Arousa sp.				
Organism_47829	Arrabidaea patellifera	Q17682279			
Organism_1744	Artemisia abyssinica	Q15469577			
Organism_52688	Artemisia parviflora	Q15226666			
Plant_Artemisia_sacrorum	Artemisia sacrorum	Q15226724			
Plant_Artemisia_valentina	Artemisia valentina	Q104978737			
Organism_7998	Arthromeris mairei	Q3206174			
Organism_56281	Artocarpus	Q161085	breadfruit	P1843	breadfruit; Bread fruit
Organism_2837	Arundina bambusifolia	Q50826274			
Plant_Asclepias_sp.	Asclepias sp.				
Plant_Asparagus_sp.	Asparagus sp.	Q4807704	Asparagus sp. nov. A	label	
Organism_13782	Asperula maximowiczii	Q39796955			
Organism_52042	Aspidixia articulata				
Organism_17647	Aspidosperma dasycarpon	Q4808021			
Organism_17218	Aspidosperma multiflorum	Q15396076			
Plant_Aspidosperma_pyricollum	Aspidosperma pyricollum	Q18077736			
Organism_47156	Aspilia floribunda	Q15589821			
Plant_Asplenium_sp.	Asplenium sp.				
Plant_Aster_brevis	Aster brevis	Q15230996			
Plant_Asteriscus_daltonii	Asteriscus daltonii	Q15588368			
Plant_Astianthus_viminalis	Astianthus viminalis	Q15578375	Astianthus viminalis Baill.	alias	
Plant_Astragalus_aksuensis	Astragalus aksuensis	Q8207491			
Plant_Astragalus_austrosibiricus	Astragalus austrosibiricus	Q15250067			
Plant_Astragalus_hoantchy	Astragalus hoantchy	Q10878055			
Plant_Astragalus_lepsensis	Astragalus lepsensis	Q10939512			
Organism_4961	Athanasia montana	Q95993141			
Plant_Azorella_ruizii	Azorella ruizii	Q56611397			
Organism_16227	Baccharis rosmarinifolia	Q50829082			
Organism_49886	Baccharis spartioides	Q109715750			
Organism_16276	Baccharis varians	Q15595592			
Organism_10809	Bahia oppositifolia	Q50828101			
Organism_46661	Balanites roxburghii	Q3595386			
Organism_22262	Balanocarpus heimii	Q111473965			
Plant_Baphia_pubescens	Baphia pubescens	Q15474966			
Plant_Bazzania_angustifolia	Bazzania angustifolia	Q17287009			
Plant_Begonia_malabarica	Begonia malabarica	Q15331339			
Organism_11233	Begonia sp.				
Plant_Beilschmiedia_alloiophylla	Beilschmiedia alloiophylla	Q15440793			
Organism_48927	Beilschmiedia brevipes	Q4881248			
Plant_Beilschmiedia_penangiana	Beilschmiedia penangiana	Q4881259			
Organism_11144	Berberis aemulans	Q4078000			
Plant_Berberis_guimpeli	Berberis guimpeli	Q50829122	Berberis guimpelii	label	
Organism_54075	Berberis guimpelii	Q50829122			
Plant_Berberis_numularis	Berberis numularis				
Plant_Berberis_poirettii	Berberis poirettii				
Plant_Berberis_trifoliata	Berberis trifoliata	Q104993581			
Organism_54553	Berrya mollis	Q15357893			
Organism_44472	Betonica grandiflora	Q20656004			
Organism_55851	Bignonia gracilis				
Organism_51415	Bignonia suberosa				
Organism_50944	Bignonia venusta				
Organism_22933	Blechnum minus				
Organism_3585	Blechnum procerum				
Organism_48604	Bothriocline amplifolia				
Organism_54078	Brickellia brasiliensis	Q15551094			
Plant_Broad_sea_fan	Broad sea fan	Q301518	Pink sea fan	P1843	Pink sea fan; Broad Sea Fan; Pink Sea Fan
Organism_23018	Brunsvigia cooperi				
Organism_2264	Brunsvigia rosea	Q15532225			
Plant_Bryonia_sp.	Bryonia sp.				
Plant_Buddleja_yunnanensis	Buddleja yunnanensis	Q4984735			
Plant_Burmese_grape	Burmese grape	Q2993711	baccaurea	P1843	baccaurea
Plant_Bursera_tecomaca	Bursera tecomaca	Q15540014			
Organism_5090	Buxus malayana Ridl.				
Organism_54513	Cadaba farinosa	Q15543257	cadaba	P1843	cadaba
Organism_15219	Caesalpinia japonica	Q50829208			
Plant_Calanticaria_brevifolia	Calanticaria brevifolia	Q15552281			
Plant_Calceolaria_dentata	Calceolaria dentata	Q15351321			
Organism_16620	Calea reticulata	Q15554321			
Organism_23809	Calea septuplinervia	Q15553959			
Organism_26620	Camoensia scandens	Q15527665			
Plant_Camonea_bifida	Camonea bifida	Q15482873			
Organism_57153	Campanula alata	Q15546113			
Organism_53029	Campanula kolenatiana	Q15596572			
Organism_55609	Campovassouria bupleurifolia	Q109615706			
Organism_8769	Campsis chinensis	Q1192466	Chinese Trumpet Vine	P1843	Chinese Trumpet Vine
Organism_4501	Camptoloma lyperiiflorum (Vatke) Hillard				
Plant_Campylospermum_sulcatum	Campylospermum sulcatum	Q15387589			
Organism_51961	Canavalia obtusifolia	Q49610895			
Plant_Cape_dorid	Cape dorid	Q3787990	Hypselodoris capensis	alias	
Organism_16320	Capsicodendron dinisii	Q104918024			
Organism_25942	Carduus assoi				
Organism_50061	Carex aridula	Q2938261			
Plant_Carthamus_arborescens	Carthamus arborescens	Q5753913			
Organism_29568	Cassia	Q162882	cassia	P1843	cassia
