# per-organism common-name source; precedence gbif/ncbi > wikidata > duke
organism_id	scientific_name	common_name	source
Organism_47067	Croptilon divaricatum	golden galaxies	gbif
Organism_54746	Cyclamen graecum	Greek Cyclamen	gbif
Organism_9536	Cymbopogon goeringii	Georing’s lemon grass	gbif
Organism_25118	Cynanchum vincetoxicum	white swallow-wort	gbif
Plant_Cynophalla_flexuosa	Cynophalla flexuosa	Mustard Tree	gbif
Organism_48454	Cyperus compressus	Poorland flatsedge	gbif
Plant_Cyperus_leptocarpus	Cyperus leptocarpus	Button Rush	gbif
Organism_9	Cyrtopodium macrobulbon	Grandeur Bulb Orchid	gbif
Organism_21883	Dahlia coccinea	red dahlia	gbif
Organism_48855	Datura leichhardtii	Leichhardt's datura	wikidata
Plant_Dendrobium_polyanthum	Dendrobium polyanthum	Primrose Dendrobium	wikidata
Organism_49790	Deutzia gracilis	Japanese snowflower	gbif
Organism_11636	Dichondra repens	Mercury Bay weed	gbif
Organism_53814	Diosma prama	Gum Bitterbuchu	gbif
Organism_45239	Diplazium nipponicum	Large Jejudo twinsorus fern	gbif
Organism_11842	Diplophyllum albicans	White Earwort	gbif
Plant_Elegia_microcarpa	Elegia microcarpa	Minihead Deckreed	gbif
Organism_17905	Elephantorrhiza goetzei	Narrow-pod Elephant Root	wikidata
Plant_Eleutherococcus	Eleutherococcus	ginseng	wikidata
Organism_3887	Elodea canadensis	Canadian waterweed	wikidata
Organism_50434	Encelia frutescens	brittlebush	gbif
Organism_14395	Enkianthus campanulatus	campanulate enkianthus	gbif
Organism_52948	Entandrophragma utile	Mahogany	gbif
Organism_26255	Ephedra monosperma	dwarf joint fir	gbif
Organism_8347	Epigaea asiatica	iwanashi	gbif
Plant_Equsetum_arvense	Equsetum arvense	Field Horsetail	gbif
Organism_49503	Erigeron multiradiatus	Himalayan fleabane	gbif
Organism_13626	Eriodictyon angustifolium	narrow-leaf yerba santa	gbif
Organism_6647	Erysimum hieracifolium	Hawkweed-leaved Treacle-mustard	gbif
Organism_21827	Erythrina stricta	Prickly Coral Tree	gbif
Plant_Esenbeckia	Esenbeckia	Esenbeckia Rondani	wikidata
Organism_51805	Euclea pseudebenus	Black Ebony	gbif
Plant_Eurybia_conspicua	Eurybia conspicua	western showy aster	gbif
Plant_Fagonia_mollis	Fagonia mollis	Common Fagonia	gbif
Plant_Ferula_szowitziana	Ferula szowitziana	Ferula szowitsiana	wikidata
Organism_14503	Festuca versuta	Texas fescue	gbif
Organism_3119	Firmiana platanifolia	aogiri	ncbi
Organism_15739	Flindersia ifflaiana	Cairns-ash	gbif
Organism_2699	Fontanesia phillyreoides Labill.	Syrian-privet	gbif
Organism_7466	Frankenia pulverulenta	Annual Sea Heath	gbif
Plant_Fraxinus_mandschurica	Fraxinus mandschurica	Manchurian Ash	gbif
Organism_12327	Fraxinus pallisiae Wilmott	Pallis’ Ash	gbif
Organism_54586	Furcraea macrophylla	wild sisal	gbif
Organism_14042	Galeopsis ladanum	Broad-leaved Hemp-nettle	gbif
Organism_53091	Gardneria nutans	Island gardneria	gbif
Organism_14899	Gastrolobium callistachys	Rock Poison	gbif
Plant_Geigeria_brevifolia	Geigeria brevifolia	Shortleaf Vomitbush	gbif
Plant_Genista_maderensis	Genista maderensis	Madeira Dyer's greenweed	gbif
Organism_10728	Gentiana kurroo	Himalayan gentian	gbif
Organism_53843	Geranium palustre	marsh cranesbill	gbif
Organism_47071	Glochidion ferdinandii	Glochidion ferdinandi	wikidata
Organism_51976	Gymnocarpium dryopteris	Oak Fern	gbif
Organism_20835	Gymnospermium alberti	Gymnospermium albertii	wikidata
Organism_53247	Haloxylon persicum	White Saksaul	gbif
Organism_20817	Hartwrightia floridana	Florida Hartwrightia	gbif
Plant_Helianthus_longifolius	Helianthus longifolius	longleaf sunflower	gbif
Organism_5345	Helichrysum herbaceum	Monkey-Tail Everlasting	gbif
Organism_14793	Helichrysum petiolare	Silver-bush Everlastingflower	gbif
Plant_Helichrysum_reflexum	Helichrysum reflexum	White Everlasting	gbif
Plant_Hydrangea_febrifuga	Hydrangea febrifuga	Anti-febrile Dichroa (Chinese Quinine)	gbif
Organism_13195	Hymenoclea salsola	burrobrush	wikidata
Plant_Hymenophyton_flabellatum	Hymenophyton flabellatum	shiny film liverwort	gbif
Organism_9353	Hymenothrix wislizeni	Trans-Pecos thimblehead	gbif
Plant_Hypericum_undulatum	Hypericum undulatum	Wavy St John's-wort	gbif
Organism_31648	Ilex verticillata (L.) A. Gray	Winterberry Holly	gbif
Organism_19517	Indigofera suffruticosa	Wild Indigo	gbif
Organism_7568	Inula graveolens	Stinkwort	gbif
Organism_50624	Iochroma coccineum	Iochroma coccinea	wikidata
Plant_Ipomoea_imperati	Ipomoea imperati	Beach Morning-Glory	gbif
Organism_20230	Ipomopsis polycladon	forked gilia	gbif
Organism_9128	Irvingia gabonensis	African mango	gbif
Organism_54808	Isertia hypoleuca	Azar quiro	duke
Plant_Isodon_effusus	Isodon effusus	Raincloud Teacost	gbif
Plant_Kalmia_procumbens	Kalmia procumbens	Trailing Azalea	wikidata
Organism_16049	Lannea grandis	Lannea coromandelica	wikidata
Organism_19177	Larix olgensis var. koreana	Olga Bay larch	ncbi
Plant_Leonotis_Nepetaefolia	Leonotis Nepetaefolia	Catnipleaf Lion's-Ear	duke
Organism_7855	Lesquerella auriculata	earleaf bladderpod	gbif
Plant_Lessertia_frutescens	Lessertia frutescens	Balloon Pea	gbif
Plant_Liatris_ohlingerae	Liatris ohlingerae	Florida blazing star	gbif
Plant_Ligularia	Ligularia	Leopardplant	wikidata
Organism_24694	Limnanthes alba	meadowfoam	gbif
Organism_17673	Limonium vulgare	Common Sea-lavender	gbif
Organism_14220	Linum austriacum	Austrian flax	gbif
Organism_50135	Linum perenne	Perennial Flax	gbif
Plant_Loranthus_tanakae	Loranthus tanakae	Spike mulberry mistletoe	gbif
Organism_6825	Lupinus atlanticus	Atlas lupin	gbif
Organism_6828	Lupinus palaestinus	Palestine Lupine	gbif
Organism_15960	Lupinus subcarnosus	Sandyland Bluebonnet	gbif
Organism_8199	Lycopus virginicus	Sweet Bugleweed	gbif
Organism_17034	Lysimachia punctata	Dotted Loosestrife	gbif
Organism_49320	Macrozamia communis	burrawang	gbif
Plant_Magnolia	Magnolia	magnolia	wikidata
Organism_56025	Magnolia odora	Tsong's Tree	gbif
Organism_3113	Magnolia rostrata	Beaked magnolia	gbif
Organism_21441	Magnolia soulangeana	saucer magnolia	gbif
Organism_12461	Mahonia fortunei	Fortune mahonia	gbif
Organism_11157	Mahonia japonica	Japanese ashberry	gbif
Organism_29470	Mallotus paniculatus	Turn-in-the-wind	gbif
Organism_45107	Medicago hispida	Toothed Medic	gbif
Organism_11107	Medicago intertexta	Hedgehog Medick	gbif
Plant_Melastoma_septemnervium	Melastoma septemnervium	Asian melastome	gbif
Organism_3074	Melicope hayesii	small-leaved euodia	gbif
Organism_3262	Melicope simplex	Poataniwha	gbif
Organism_24479	Melolobium alpinum	Altitude Pixiepea	gbif
Organism_24480	Melolobium subspicatum	Gold Pixiepea	gbif
Plant_Miliusa_horsfieldii	Miliusa horsfieldii	Beech	gbif
Organism_11971	Millettia peguensis	Moulien Rose Wood	gbif
Organism_5477	Narcissus bujei	Narcissus bugei	wikidata
Plant_Nectandra_hihua	Nectandra hihua	Shinglewood	gbif
Organism_52550	Nepeta ruderalis	catnip	wikidata
Organism_7425	Nicotiana clevelandii	Cleveland's tobacco	gbif
Organism_3662	Nicotiana mutabilis	colour-changing tobacco plant	wikidata
Plant_Nidorella_podocephala	Nidorella podocephala	Conyza	gbif
Plant_Ocimum_campechianum	Ocimum campechianum	Mosquito Basil	gbif
Organism_1269	Oligomeris linifolia	linearleaf combess	gbif
Plant_Onobrychis_vicllfolia	Onobrychis vicllfolia	Sainfoin	gbif
Organism_25135	Onoclea sensibilis	Sensitive Fern	gbif
Organism_46594	Onosma paniculata	Yunnan onosma	gbif
Organism_8884	Opuntia elatior	Jumbie Prickle	gbif
Organism_11473	Orchis militaris	Military Orchid	gbif
Plant_Paliurus_ramossisimus	Paliurus ramossisimus	Maritime jujuba	gbif
Organism_13408	Parietaria officinalis	Eastern Pellitory-of-the-wall	gbif
Organism_7908	Parkia biglobosa	African locust-bean	gbif
Organism_14524	Parthenocissus quinquefolia	Virginia creeper	gbif
Organism_54266	Passiflora bryonioides	cupped passionflower	gbif
Organism_31613	Pedicularis oederi Hornem.	Oeder's lousewort	gbif
Organism_31621	Pedicularis sylvatica L.	Lousewort	gbif
Organism_4589	Pelargonium dolomiticum	Dolomite Storksbill	gbif
Organism_20747	Pelargonium roseum	Geraniospermum roseum	wikidata
Plant_Penstemon_auriberbis	Penstemon auriberbis	Colorado Beardtongue	gbif
Plant_Penstemon_crandallii	Penstemon crandallii	Crandall's Beardtongue	gbif
Organism_54067	Peronema canescens	false elder	gbif
Organism_7064	Persica vulgaris	peach	ncbi
Organism_56063	Phyllocladus aspleniifolius	Celery-top Pine	gbif
Organism_6593	Picea morrisonicola	Mount Morrison Spruce	gbif
Organism_20365	Picnomon acarna	Platte Thistle	gbif
Organism_26344	Pilgerodendron uviferum	Guaitecas Cypress	gbif
Organism_5984	Plantago afra	Glandular Plantain	gbif
Organism_29643	Podocarpus	plum pine	wikidata
Plant_Polhillia_obsoleta	Polhillia obsoleta	Worcester Renosterpea	gbif
Plant_Polygonum_cognatum	Polygonum cognatum	Indian Knotgrass	gbif
Plant_Pouteria_caimito	Pouteria caimito	Abiu	gbif
Organism_11340	Pringlea antiscorbutica	Kerguelen Cabbage	gbif
Plant_Printzia_polifolia	Printzia polifolia	Fynbos Printzia	gbif
Plant_Prunus_leveilleana	Prunus leveilleana	Korean mountain cherry	gbif
Organism_18646	Przewalskia tangutica	ma niao pao	gbif
Plant_Psilotum	Psilotum	whisk ferns	ncbi
Organism_5109	Pteris cretica	Ribbon Fern	gbif
Organism_29575	Pterocaulon redolens	Ragweed	gbif
Organism_19239	Quercus alba	White Oak	gbif
Organism_51626	Quercus pontica	Armenian oak	gbif
Organism_2860	Rauvolfia caffra	African-quinine	gbif
Organism_19324	Rhamnus lycioides	black hawthorn	wikidata
Organism_3712	Rhamnus purshiana	Cascara Sagrada	gbif
Organism_52097	Rubus glaucus	Andean blackberry	gbif
Organism_54783	Rydingia persica	Golder Tinjute	gbif
Organism_53822	Salvia cilicica	Cilician Sage	gbif
Organism_21627	Salvia fulgens Cav.	Cardinal Sage	gbif
Plant_Salvia_napifolia	Salvia napifolia	Turkish Whorled Clary	gbif
Organism_53839	Schelhammera undulata	lilac lily	gbif
Organism_57542	Scorodophloeus zenkeri	divida	ncbi
Organism_43893	Scutia myrtina	inyazangoma	wikidata
Organism_31606	Sedum anacampseros L.	Love-restoring Stonecrop	gbif
Organism_31614	Sedum dasyphyllum L.	Thick-leaved Stonecrop	gbif
Plant_Sedum_euxinum	Sedum euxinum	Euxinian Stonecrop	gbif
Organism_31616	Sedum hispanicum L.	Spanish Stonecrop	gbif
Organism_31626	Sedum spurium M. Bieb.	Caucasian-stonecrop	gbif
Organism_31629	Sedum villosum L.	Hairy Stonecrop	gbif
Plant_Senecio_clevelandi	Senecio clevelandi	Senecio clevelandii	wikidata
Organism_17911	Senecio eremophilus	dryland ragwort	gbif
Organism_11795	Senecio glastifolius	Woad-leaved Ragwort	gbif
Plant_Senecio_glaucus	Senecio glaucus	Buck's horn groundsel	gbif
Organism_3364	Senecio sarracenicus	Broad-leaved Ragwort	gbif
Organism_31796	Senecio vernalis Waldst. & Kit.	Eastern Groundsel	gbif
Organism_53280	Senegalia caffra	Cat Thorn	gbif
Plant_Senegalia_polyacantha	Senegalia polyacantha	White Thorn	gbif
Organism_2661	Sisymbrium altissimum	Tall Rocket	gbif
Organism_31977	Solanum carolinense L.	Carolina Nightshade	gbif
Organism_7786	Solanum commersonii	Commerson's nightshade	gbif
Plant_Solanum_donianum	Solanum donianum	Mullein nightshade	gbif
Organism_31980	Solanum villosum Mill. s.l.	Red Nightshade	gbif
Plant_Sophora	Sophora	necklacepod	wikidata
Plant_Spermacoce_verticillata	Spermacoce verticillata	Shrubby False Buttonweed	gbif
Plant_Sphagneticola_calendulacea	Sphagneticola calendulacea	Chinese wedelia	gbif
Plant_Spiraea_canescens	Spiraea canescens	Himalayan Spiraea	gbif
Organism_16905	Sprekelia formosissima Herb.	Jacobean lily	gbif
Organism_26977	Stachytarpheta jamaicensis	Jamaica Vervain	gbif
Organism_25784	Sterculia urens	Ghost tree	gbif
Organism_49147	Stevia viscida	viscid candyleaf	gbif
Organism_45384	Strophanthus preussii	Preuss' strophanthus	gbif
Organism_29780	Strychnos psilosperma	Strychnine Tree	gbif
Organism_17483	Symphytum caucasicum	Caucasian Comfrey	gbif
Organism_2152	Symphytum uplandicum	Upland Comfrey	gbif
Plant_Talipariti_elatum	Talipariti elatum	Mahoe	gbif
Organism_20059	Templetonia retusa	Cockies Tongue	gbif
Plant_Tephroseris_flammea	Tephroseris flammea	Scarlet groundsel	gbif
Plant_Terminalia_pallida	Terminalia pallida	White Chebulic Myrobalan	gbif
Organism_9154	Teucrium botrys L.	Cut-leaved Germander	gbif
Organism_2690	Thelypodium laciniatum	cut-leaved thelypody	gbif
Organism_50961	Tilia miqueliana	Temple lime	gbif
Organism_3682	Trachyspermum roxburghianum	randhuni	gbif
Plant_Trichosanthes_Kirilowi	Trichosanthes Kirilowi	Trichosanthes kirilowii	wikidata
Plant_Trichostema_dichotomum	Trichostema dichotomum	forked bluecurls	gbif
Plant_Trifolium_aureum	Trifolium aureum	Large Trefoil	gbif
Organism_55168	Ulmus wallichiana	Himalayan elm	gbif
Plant_Ulva_rigid	Ulva rigid	Ulva rigida	wikidata
Organism_52455	Vachellia schaffnerii	Schaffner's acacia	gbif
Plant_Vachellia_tortuosa	Vachellia tortuosa	Poponax	gbif
Organism_32176	Valeriana celtica L.	Celtic Spikenard	gbif
Organism_45324	Verbesina turbacensis	Mexican tree daisy	gbif
Plant_Wasabi_japonica	Wasabi japonica	wasabi	gbif
Organism_12025	Welwitschia mirabilis	Angolan Welwitschia	gbif
Organism_3634	Wurmbea dioica F.Muell.	Early Nancy	gbif
Organism_16719	Zephyranthes grandiflora	Rosepink Zephyrlily	gbif
Organism_1906	Zingiberaceae	ginger family	ncbi
Organism_55591	ileostylus micranthus	Green mistletoe	gbif
Plant_jungermannia_turcata	jungermannia turcata	Jungermannia truncata	wikidata
Organism_51118	kniphofia ensifolia	Sword Poker	gbif
Organism_44255	microtea debilis	Weak Jumby Peppe	gbif
Organism_50120	teucrium chamaedris	Wall Germander	gbif
Organism_30201	Acacia	acacia	wikidata
Organism_7791	Acacia concurrens	black wattle	gbif
Plant_Acacia_doratoxylon	Acacia doratoxylon	Currawang	gbif
Organism_2550	Acacia elata	Cedar wattle	gbif
Organism_2564	Acacia vestita	hairy wattle	gbif
Plant_Acaena_magellanica	Acaena magellanica	Greater Burnet	gbif
Organism_15916	Acer buergerianum	Chinese Maple	gbif
Organism_31852	Acer pseudoplatanus L.	Sycamore	gbif
Organism_55089	Achillea chamaemelifolia	Andorran Milfoil	gbif
Plant_Aconitum_delphiniifolium	Aconitum delphiniifolium	larkspurleaf monkshood	wikidata
Plant_Acronychia_octandra	Acronychia octandra	doughwood	gbif
Plant_Actiniopteris_radiata	Actiniopteris radiata	Fan-Leaved Fern	gbif
Organism_15222	Aeollanthus rydingianus	Mount Omavanda Rocksage	gbif
Organism_51624	Aeschynomene indica	Indian Jointvetch	gbif
Organism_46298	Aesculus parviflora	Bottlebrush Buckeye	gbif
Organism_55371	Agathosma serpyllacea	Common Buchu	gbif
Plant_Alchemilla_pentaphyllea	Alchemilla pentaphyllea	Five-leaved Alchemilla	gbif
Plant_Allium_macrochaetum	Allium macrochaetum	Kaya garlic	wikidata
Plant_Allocasuarina_distyla	Allocasuarina distyla	Scrub She-Oak	gbif
Plant_Allocasuarina_verticillata	Allocasuarina verticillata	Drooping She-Oak	gbif
Plant_Aloe	Aloe	Aloë	wikidata
Organism_920	Aloe elgonica	Mount Elgon Aloe	gbif
Plant_Aloe_maculata	Aloe maculata	Broadleaf Aloe	gbif
Organism_14951	Alpinia speciosa	kantan	ncbi
Organism_10381	Alstroemeria aurantiaca	Peruvian lily	ncbi
Plant_American_licorice	American licorice	American licorice	ncbi
Organism_28872	Anacamptis morio	Green-winged Orchid	gbif
Organism_54166	Andropogon zizanioides	Chrysopogon zizanioides	wikidata
Plant_Androsace_helvetica	Androsace helvetica	Swiss rockjasmine	gbif
Plant_Anemone_clematis	Anemone clematis	Clematis montana	wikidata
Plant_Anemone_hupehensis	Anemone hupehensis	Hubei Anemone	wikidata
Organism_55434	Anemone patens	Pulsatilla patens (L.) Mill.	wikidata
Organism_22980	Aneura pinguis	Common Greasewort	gbif
Plant_Antennaria_dioica	Antennaria dioica	Mountain Everlasting	gbif
Organism_21495	Antennaria geyeri	pinewoods pussytoes	gbif
Plant_Anthemis_ruthenica	Anthemis ruthenica	Eastern Chamomile	gbif
Organism_1083	Antidesma venosum	Antidesma	gbif
Organism_3079	Aptosimum spinescens	Thorn Karooviolet	gbif
Organism_29801	Arenaria serpyllifolia	Thyme-leaved Sandwort	gbif
Organism_50150	Artemisia borealis	Boreal Wormwood	gbif
Plant_Artemisia_lindleyana	Artemisia lindleyana	Columbia River wormwood	wikidata
Organism_8445	Artemisia schrenkiana	Schrenk's Wormwood	gbif
Plant_Asarum_kumageanum	Asarum kumageanum	Japanese Wild Ginger	gbif
Organism_44004	Asclepias viridis	antelope-horns	gbif
Plant_Asphodelus_aestivus	Asphodelus aestivus	Summer Asphodel	gbif
Organism_11061	Aspidosperma polyneuron	Red peroba	gbif
Plant_Asplenium_viride	Asplenium viride	Green Spleenwort	gbif
Organism_49871	Athyrium yokoscense	Asian common ladyfern	gbif
Organism_52862	Attalea funifera	Piassava Palm	gbif
Plant_Azorella_prolifera	Azorella prolifera	Mother-in-law Cushion	gbif
Organism_56182	Baccharis conferta	Chinese brush	gbif
Organism_26906	Balsamorhiza hookeri	Hooker's balsamroot	gbif
Organism_1833	Betula lenta	Sweet Birch	gbif
Plant_Blumea_fistulosa	Blumea fistulosa	Clustered Blumea	gbif
Organism_18419	Bosistoa medicinalis	Northern towra	gbif
Organism_52351	Boswellia frereana	African elemi	gbif
Plant_Boswellia_sp.	Boswellia sp.	Boswellia aff. ameero	wikidata
Organism_50930	Brintonia discoidea	rayless mock goldenrod	gbif
Organism_7160	Bryum capillare	Capillary Bryum	gbif
Organism_50063	Bupleurum	bupleurum	wikidata
Organism_50310	Callerya reticulata	Wisteriopsis reticulata	wikidata
Plant_Calliandra_pittieri	Calliandra pittieri	Carbonero de Avenidas	gbif
Organism_48375	Caloncoba echinata	caloncoba	wikidata
Organism_15170	Camellia sinensis var. assamica	Assam tea	gbif
Organism_50306	Cannabis indica	marijuana	ncbi
Organism_8712	Capparis flexuosa	bottle codroot	ncbi
Plant_Carex_myosuroides	Carex myosuroides	mouse-tail bog sedge	gbif
Organism_20070	Carissa carandas	Bengal-currants	gbif
Organism_4357	Carlina vulgaris	Carline Thistle	gbif
Organism_11901	Cassia acutifolia	Alexandrian senna	ncbi
Organism_14915	Catalpa speciosa	Northern Catalpa	gbif
Plant_Catoferia_spicata	Catoferia spicata	Colombian Cobflower	gbif
Organism_52967	Cedronella cana	mosquito plant	ncbi
Plant_Celosia_cristada	Celosia cristada	Crested Cock's Comb	gbif
Organism_15662	Centaurium littorale	Seaside Centaury	gbif
Organism_5331	Ceratostigma plumbaginoides	Blue Leadwood	gbif
Organism_55373	Chaerophyllum temulum	Rough Chervil	gbif
Organism_18051	Chamaecyparis thyoides	Atlantic White Cedar	gbif
Plant_Chamaecytisus_purpureus	Chamaecytisus purpureus	Purple Broom	gbif
Organism_7934	Chamaerops humilis	Mediterranean Fan Palm	gbif
Organism_348	Chara hispida	Bristly Stonewort	gbif
Organism_6626	Cheiranthus cheiri	wallflower	ncbi
Plant_Chrozophora_rottleri	Chrozophora rottleri	Mexican Spurge	wikidata
Plant_Chrysophyllum_africanum	Chrysophyllum africanum	African star-apple	gbif
Organism_4819	Cicer anatolicum	Anatolian chickpea	gbif
Organism_9194	Cinchona tucujensis	quinine	wikidata
Organism_52904	Clerodendrum fragrans	Stick-Bush Glory Tree	wikidata
Organism_18518	Coffea stenophylla	Highland coffee	gbif
Organism_21621	Coix lachryma-jobi	Job's-tears	gbif
Organism_52034	Colubrina greggii	Sierra nakedwood	gbif
Organism_13603	Combretum micranthum	opium-antidote	gbif
Organism_22226	Conoclinium coelestinum	blue boneset	gbif
Organism_47576	Cordia lutea	Yellow geiger	gbif
Organism_15735	Cordia sinensis	Grey-Leaved Cordia	gbif
Plant_Coreopsis_auriculata	Coreopsis auriculata	lobed tickseed	gbif
Organism_14292	Coreopsis gigantea	Giant coreopsis	gbif
Plant_Coreopsis_intermedia	Coreopsis intermedia	goldenwave tickseed	gbif
Plant_Coreopsis_pubescens	Coreopsis pubescens	Star Tickseed	gbif
Organism_10828	Coronilla coronata	Scorpion-vetch	gbif
Organism_25128	Corymbia peltata	rusty-jacket	gbif
Plant_Crataegus	Crataegus	hawthorn	ncbi
Plant_Cratoneuron_filicinum	Cratoneuron filicinum	Fern-leaved Hook-moss	gbif
Plant_Crepidomanes_minutum	Crepidomanes minutum	Tiny Bristle Fern	gbif
Organism_1570	Crotalaria agatiflora	Canary bird bush	gbif
Organism_12569	Crotalaria globifera	Round Pod Rattle Bush	gbif
Organism_12468	Crotalaria incana	Small Yellow Popbush	gbif
Plant_Cruciata_laevipes	Cruciata laevipes	Crosswort	gbif
Plant_Cryptocarya_latifolia	Cryptocarya latifolia	Broad-leaved Wild-quince	gbif
Organism_52313	Cryptocarya rubra	red cryptocarya	wikidata
Plant_Cudrania	Cudrania	cudrania	wikidata
Organism_51609	Cupania glabra	Florida cupania	gbif
Organism_30370	Cyathea	treefern	wikidata
Organism_2394	Cyathea australis	rough tree fern	gbif
Plant_Cymbidium	Cymbidium	Boat orchids	wikidata
Organism_52209	Cymbochasma borysthenica	Cymbaria borysthenica	wikidata
Plant_Cyperus_distans	Cyperus distans	Slender Cyperus	gbif
Organism_9091	Cyphanthera tasmanica Miers	Tasmanian ray flower	gbif
Organism_17433	Cytisus striatus	Hairy-fruited Broom	gbif
Organism_14851	Daniellia ogea	Accra copal	gbif
Plant_Debregeasia_saeneb	Debregeasia saeneb	Himalayan Wild Rhea	gbif
Plant_Deinandra_pentactis	Deinandra pentactis	Salinas River Tarweed	gbif
Plant_Dendrobium_devonianum	Dendrobium devonianum	Devon's Dendrobium	wikidata
Organism_6054	Dennstaedtia scabra	Rough hayscented fern	gbif
Organism_29805	Dianthus armeria	Deptford Pink	gbif
Organism_6137	Dicentra eximia	Turkey-corn	gbif
Organism_47688	Dicentra formosa subsp. oregana	Oregon bleeding heart	gbif
Organism_54700	Dietes bicolor	African Iris	gbif
Organism_8328	Diospyros sanza-minika	Flint Bark	gbif
Organism_19803	Diplotaxis tenuifolia	Perennial Wall-rocket	gbif
Organism_46660	Dorycnium hirsutum	Canary Clover	gbif
Plant_Dracocephalum_komarovi	Dracocephalum komarovi	Dracocephalum komarovii	wikidata
Plant_Drimia_elata	Drimia elata	Satin Squill	gbif
Organism_47633	Dryopteris championii	Champion's wood fern	gbif
Plant_Dryopteris_dilata_Hoffm._A._Gray	Dryopteris dilata (Hoffm.) A. Gray	Broad Buckler-fern	gbif
Organism_53492	Ekmanianthe longiflora	Ekman´s trumpet tree	gbif
Organism_21715	Eremophila longifolia	Berrigan	gbif
Organism_9838	Eriocephalus punctulatus	Boegoe Kapok	gbif
Organism_12910	Eriodictyon trichocalyx	hairy yerba santa	gbif
Organism_12836	Eriophorum scheuchzeri	Scheuchzer's cottongrass	gbif
Organism_4751	Eschscholzia californica	Californian Poppy	gbif
Organism_30053	Eucalyptus aggregata	Black Gum	gbif
Organism_29888	Eucalyptus crenulata	Silver Gum	gbif
Organism_30113	Eucalyptus loxophleba	York Gum	gbif
Organism_22740	Eucalyptus polybractea	blue mallee	gbif
Organism_24478	Eucalyptus sieberi	Silvertop Ash	gbif
Organism_29701	Eucalyptus staigeriana	Lemon Ironbark	gbif
Plant_Eucalyptus_triflora	Eucalyptus triflora	Pigeon House Ash	gbif
Organism_29503	Eucalyptus urophylla	Timor White Gum	gbif
Organism_56941	Eucnide bartonioides	yellow stingbush	gbif
Organism_46734	Eucomis comosa	Crown Pineapple Lily	gbif
Plant_Euphorbia_canari	Euphorbia canari	Canary Island spurge	wikidata
Organism_53149	Euphorbia serrata	Serrate Spurge	gbif
Organism_50426	Eurybia divaricata	white wood aster	gbif
Plant_Faramea_occidentalis	Faramea occidentalis	False Coffee	gbif
Organism_44393	Fatsia polycarpa	Taiwan Diplofatsis	gbif
Plant_Ferula	Ferula	ferula	wikidata
Organism_49696	Ferula gumosa	galbanum	gbif
Plant_Flaveria_chloraefolia	Flaveria chloraefolia	clasping yellowtops	gbif
Organism_16543	Flindersia collina	broad-leaved leopard tree	gbif
Organism_3413	Fortunella margarita	nagami kumquat	gbif
Plant_Gamochaeta_malvinensis	Gamochaeta malvinensis	Falkland cudweed	gbif
Organism_43806	Garberia heterophylla	Garber's scrub stars	gbif
Organism_24186	Genista anglica	Petty Whin	gbif
Organism_14677	Gentiana utriculosa	Bladder Gentian	gbif
Organism_45864	Geranium caespitosum	pineywoods geranium	gbif
Plant_Geum_reptans	Geum reptans	creeping avens	gbif
Organism_29623	Gnetum	jointfir	wikidata
Plant_Gomphrena_serrata	Gomphrena serrata	Arrasa Con Todo	gbif
Organism_11583	Greigia sphacelata	Hardy Pineapple	gbif
Organism_30079	Grevillea banksii	Australian Crimson Oak	gbif
Organism_29494	Grevillea glauca	bushman's clothes peg	gbif
Plant_Grewia_bicolor	Grewia bicolor	white raisin	wikidata
Plant_Grimmia_pilifera	Grimmia pilifera	Hair Grimmia	gbif
Organism_52880	Grindelia chiloensis	Shrubby Gumweed	gbif
Organism_22287	Halimeda monile	Green Jointed-stalk Algae	gbif
Organism_52723	Hammarbya paludosa	Bog Orchid	gbif
Plant_Harpagophytum_zeyheri	Harpagophytum zeyheri	Bushveld Devilclaw	gbif
Organism_8645	Helenium bigelovii	Bigelow's sneezeweed	gbif
Organism_12163	Helenium elegans	pretty sneezeweed	gbif
Plant_Helianthus_carnosus	Helianthus carnosus	flatwoods sunflower	gbif
Organism_26673	Helianthus decapetalus	Pale Sunflower	gbif
Plant_Helianthus_floridanus	Helianthus floridanus	Florida sunflower	gbif
Plant_Helianthus_resinosus	Helianthus resinosus	Resin-dot Sunflower	gbif
Organism_24672	Helichrysum	strawflower	wikidata
Organism_52233	Helichrysum crispum	Hottentot's Bedding	gbif
Organism_54471	Heliotropium marifolium	Bothriospermum marifolium A.DC.	wikidata
Plant_Hemsleya_amabilis	Hemsleya amabilis	Luo Guo	duke
Plant_Heracleum_leskovii	Heracleum leskovii	Leskov's Cow-Parsnip	gbif
Organism_29815	Hernandia	hernandia	wikidata
Plant_Herniaria	Herniaria	rupturewort	wikidata
Organism_24574	Herniaria glabra	Smooth Rupturewort	gbif
Organism_52094	Hesperocyparis lusitanica	Mexican cedar	gbif
Organism_52678	Hesperocyparis stephensonii	cuyamaca cypress	gbif
Plant_Heterocentron_subtriplinervium	Heterocentron subtriplinervium	Pearl flower	gbif
Organism_53286	Heteromorpha arborescens var. abyssinica	Common Parsleytree	gbif
Organism_49639	Hibiscus schizopetalus	Fringed Rosemallow	gbif
Organism_18337	Holoptelea integrifolia	Indian elm	gbif
Organism_53108	Hydrangea arborescens	wild hydrangea	gbif
Plant_Hylomecon_japonicum	Hylomecon japonicum	Forest Poppy	gbif
Organism_23471	Hymenaea verrucosa	East African Copal	gbif
