# per-organism common-name source; precedence gbif/ncbi > wikidata > duke
organism_id	scientific_name	common_name	source
Organism_12355	Hypecoum imberbe	Orange Hypecoum	gbif
Organism_55069	Illicium parviflorum	Swamp star anise	gbif
Plant_Inga_feuilleei	Inga feuilleei	Ice cream bean	gbif
Organism_31681	Iris foetidissima L.	Stinking Iris	gbif
Organism_11287	Iva axillaris	povertyweed	gbif
Organism_53193	Jagera pseudorhus	Fern Top	gbif
Organism_12554	Jatropha podagrica Hook	Buddha belly plant	gbif
Organism_5368	Keteleeria davidiana	David's Keteleeria	gbif
Organism_51434	Koeberlinia spinosa	allthorn	gbif
Plant_Lamprocapnos_spectabilitis_L._Fukuhara	Lamprocapnos spectabilitis (L.) Fukuhara	Asian Bleeding-heart	gbif
Organism_21050	Laserpitium latifolium	Broad-leaved Sermountain	gbif
Organism_14260	Lathyrus chloranthus	yellow-green pea	gbif
Organism_10388	Lathyrus palustris	Marsh Pea	gbif
Organism_31690	Lathyrus tuberosus L.	Earth Chestnut	gbif
Organism_1498	Launaea mucronata	mucronate launea	gbif
Plant_Leptopus_chinensis	Leptopus chinensis	китайски лептопус	gbif
Organism_22110	Leptospermum liversidgei	Lemon-scented Tea-tree	gbif
Organism_9025	Lindera angustifolia	Willow-leaf spicebush	gbif
Plant_Liquidamber_styraciflua	Liquidamber styraciflua	American Sweet Gum	gbif
Organism_21488	Lobelia siphilitica	Great Lobelia	gbif
Plant_Loeskeobryum_brevirostre	Loeskeobryum brevirostre	Pinched Shaggy Moss	gbif
Organism_31846	Lonicera xylosteum L.	Fly Honeysuckle	gbif
Organism_8856	Lophomyrtus bullata	Bubble Leaf	gbif
Organism_16329	Loranthus europaeus	Yellow-berried Mistletoe	gbif
Plant_Luetkea_pectinata	Luetkea pectinata	partridgefoot	gbif
Organism_8509	Lupinus termis	white lupine	ncbi
Organism_7385	Lychnis coronaria	Rose Campion	gbif
Organism_22934	Lychnis fulgens	brilliant campion	wikidata
Organism_10783	Lycopodium inundatum	Clubmoss	duke
Organism_22987	Macfadyena unguis-cati	catclaw vine	gbif
Plant_Maianthemum_canadense	Maianthemum canadense	wild lily-of-the-valley	gbif
Plant_Marsupella_alpine	Marsupella alpine	Alpine Rustwort	gbif
Organism_955	Maytenus senegalensis	Category:Maytenus senegalensis	wikidata
Organism_11114	Medicago orbicularis	Button Medick	gbif
Organism_11658	Merremia quinquefolia	Five Fingers	gbif
Organism_4948	Metopium brownei	Black Poisonwood	gbif
Organism_19942	Michelia champaca	michelia	wikidata
Plant_Milicia_excelsa	Milicia excelsa	Iroko	gbif
Organism_2472	Mimosa rubicaulis	South-Indian Mimosa	gbif
Organism_12911	Mimulus cardinalis	Scarlet Monkeyflower	gbif
Plant_Mohonia_bealei	Mohonia bealei	Beale's Barberry	gbif
Plant_Monarda_citriodora	Monarda citriodora	Lemon Beebalm	gbif
Organism_29646	Montanoa grandiflora	Tree Daisy	gbif
Organism_54506	Muehlenbeckia platyclada	Ribbonbush	gbif
Organism_51217	Mussaenda arcuata	Forest Star	gbif
Plant_Myuroclada_maximowiczii	Myuroclada maximowiczii	Maximowicz's myuroclada moss	gbif
Plant_Nanhaia_speciosa	Nanhaia speciosa	Showy Millettia	gbif
Organism_56197	Neptunia oleracea	Water Mimosa	gbif
Organism_356	Nitella opaca	Dark Stonewort	gbif
Organism_1149	Nitraria retusa	salt tree	gbif
Plant_Nothoscordum_bivalve_var._bivalve	Nothoscordum bivalve var. bivalve	Nothoscordum bivalve bivalve	wikidata
Plant_Nymphaea_nouchali_var._caerulea	Nymphaea nouchali var. caerulea	Blue Lotus	gbif
Organism_4184	Ocimum sanctum	Tulsi	gbif
Plant_Ocimum_africanum	Ocimum × africanum	Lemon basil	gbif
Plant_Oenothera_elata	Oenothera elata	western evening-primrose	gbif
Plant_Oenothera_missouriensis	Oenothera missouriensis	Missouri Evening-primrose	gbif
Plant_Onopordum_boissierianum	Onopordum boissierianum	Rhodian Cotton Thistle	gbif
Plant_Opunitia_dillenii_HAW.	Opunitia dillenii HAW.	Red Prickle	gbif
Organism_29634	Opuntia stricta	Erect Pricklypear	gbif
Organism_53366	Orbexilum onobrychis	French-grass	gbif
Organism_20878	Ormosia emarginata	Emarginate-leaved Ormosia	gbif
Organism_32123	Oxytropis campestris (L.) DC.	Yellow Oxytropis	gbif
Organism_54734	Packera glabella	cress-leaved groundsel	gbif
Plant_Pandanus_veitchi	Pandanus veitchi	Veitch's screwpine	wikidata
Organism_19578	Papaver californicum A.Gray	fire poppy	gbif
Organism_24641	Papaver rupifragum Boss et.Reut	Spanish poppy	gbif
Plant_Parasenecio_auriculata	Parasenecio auriculata	Eared Indian plantain	gbif
Plant_Parasenecio_auriculatus	Parasenecio auriculatus	Eared Indian plantain	gbif
Plant_Passiflora_alata	Passiflora alata	Wing-stemmed passion flower	gbif
Organism_52217	Passiflora murucuja	Virgin Island passionflower	gbif
Organism_29912	Patersonia fragilis	Short Purple-flag	gbif
Organism_6844	Pearsonia aristata	Frilly Pea	gbif
Organism_31611	Pedicularis kerneri Dalla Torre	Kerner's lousewort	gbif
Organism_31619	Pedicularis rostratocapitata Crantz	Long-Nosed Lousewort	gbif
Plant_Pedicularis_spicata	Pedicularis spicata	Spicate lousewort	gbif
Organism_31623	Pedicularis tuberosa L.	long-beaked yellow lousewort	gbif
Plant_Penstemon_virens	Penstemon virens	Front Range Beardtongue	gbif
Organism_19272	Persea borbonia	Redbay	gbif
Organism_23389	Phegopteris connectilis	Beech Fern	gbif
Plant_Phellodendron_chinensis	Phellodendron chinensis	Chinese corktree	gbif
Plant_Phragmipedium_longifolium	Phragmipedium longifolium	Long-Leaf Phragmipedium	gbif
Organism_8679	Physcomitrella patens	spreading-leaved earth moss	gbif
Organism_3448	Picria fel-terrae	Picria felterrae	wikidata
Organism_45194	Piliostigma malabaricum	Malabar Orchid	gbif
Organism_15573	Piliostigma reticulatum	Camel's Foot	gbif
Organism_20142	Pinus rigida	Northern Pitch-pine	gbif
Organism_19308	Pinus sabiniana	Gray Pine	gbif
Organism_20735	Pinus virginiana	Virginia Pine	gbif
Organism_10040	Piper guineense	Benin pepper	gbif
Organism_47753	Plagiochila porelloides	Lesser Featherwort	gbif
Organism_23141	Plectranthus ecklonii	Ecklon spurflower	gbif
Organism_54559	Plectranthus forsteri	Swedish-ivy	gbif
Organism_50410	Poa sphondylodes	Hard bluegrass	gbif
Organism_13633	Podocarpus nakaii	Nakai podocarp	gbif
Organism_16736	Polemonium viscosum	sticky Jacob's-ladder	gbif
Organism_20882	Polhillia brevicalyx	Small Renosterpea	gbif
Plant_Polygonum_glaucum	Polygonum glaucum	Sea Knotweed	gbif
Organism_30015	Polyscias murrayi	Pencil Cedar	gbif
Organism_23839	Polytrichum ohioense	Ohio Haircap Moss	gbif
Organism_52695	Polytrichum pallidisetum	Eastern Haircap Moss	gbif
Plant_Pometia_pinnata	Pometia pinnata	Fijian longan	gbif
Organism_3612	Porophyllum gracile	Slender Poreleaf	gbif
Plant_Potato_virus	Potato virus	Potato virus T	wikidata
Organism_32258	Primula elatior (L.) L.	Oxlip	gbif
Organism_47775	Prinsepia uniflora	prinsepia	gbif
Organism_17489	Prosopis alba	algarrobo blanco	gbif
Organism_20356	Psorothamnus polydenius	Nevada dalea	gbif
Organism_47325	Pyrola media	Intermediate Wintergreen	gbif
Plant_Pyrrhobryum_spiniforme	Pyrrhobryum spiniforme	pyrrhobryum moss	gbif
Organism_53155	Quercus acuta	Red-wood evergreen oak	gbif
Organism_1926	Ranunculaceae	buttercup family	ncbi
Plant_Rhodanthe_floribunda	Rhodanthe floribunda	Flowery Sunray	gbif
Organism_52905	Rhynchosia volubilis	Winding snoutbean	gbif
Organism_7918	Ribes fasciculatum var.chinense	Chinese winter-berry currant	gbif
Organism_22393	Rorippa dubia	Variableleaf yellowcress	gbif
Plant_Sabal_minor	Sabal minor	Dwarf Palmetto	gbif
Organism_46693	Sagittaria latifolia	Broad-leaved Arrowhead	gbif
Organism_51446	Salix gracilis	rose-gold pussy willow	wikidata
Plant_Salix_reticulata	Salix reticulata	Net-leaved Willow	gbif
Plant_Salvia_ballotaeflora	Salvia ballotaeflora	shrubby blue sage	gbif
Organism_51173	Salvia chamaedryoides	Blue Oak Sage	gbif
Organism_2504	Salvia lineata	Oaxaca Orange Woolly Sage	gbif
Organism_57573	Salvia paramiltiorrhiza	Verging Danshen	gbif
Plant_Salvia_santolinifolia	Salvia santolinifolia	Santolina Sage	gbif
Plant_Sanicula_chinensis	Sanicula chinensis	Chinese Sanicle	gbif
Organism_12205	Sarracenia alata	Pale Pitcher Plant	gbif
Organism_48227	Scilla indica	white squill	ncbi
Organism_23603	Scilla peruviana	Portuguese Squill	gbif
Plant_Scopelophila_cataractae	Scopelophila cataractae	Tongue-leaf Copper-moss	gbif
Plant_Scutellaria	Scutellaria	skullcap	wikidata
Organism_52098	Selaginella pallescens	Pale Spikemoss	gbif
Organism_53197	Senecio ambraceus	Amber groundsel	gbif
Organism_29615	Senecio crassiflorus	lavender steps	gbif
Organism_48283	Senecio glanduloso-pilosus	Senecio glandulosopilosus	wikidata
Organism_52561	Senecio venosus	Broom Ragwort	gbif
Organism_25297	Shepherdia canadensis	soapberry	gbif
Plant_Sideritis_bourgeana	Sideritis bourgeana	Sideritis bourgaeana	wikidata
Plant_Silene_chalcedonica	Silene chalcedonica	Maltese-cross	gbif
Plant_Silene_otites	Silene otites	Spanish Catchfly	gbif
Organism_55242	Silene tatarica	Tatarian Catchfly	gbif
Organism_18755	Solanum jasminoides	jasmine nightshade	gbif
Organism_18758	Solanum umbelliferum Eschsch.	bluewitch nightshade	gbif
Plant_Solanum_viride	Solanum viride	green nightshade	wikidata
Organism_17185	Sonchus pinnatus	Wing-leaved Sow-thistle	gbif
Plant_Sorbus_intermedia	Sorbus intermedia	Swedish whitebeam	wikidata
Organism_10880	Sphenostylis stenocarpa	African yam	gbif
Organism_20751	Spigelia anthelmia	Wormgrass	gbif
Organism_10485	Spiranthes sinensis	Chinese Spiranthes	gbif
Organism_26382	Stachytarpheta mutabilis	Changeable Velvetberry	gbif
Organism_53653	Stenocereus alamosensis	octopus cactus	gbif
Plant_Stictocardia_tiliifolia	Stictocardia tiliifolia	Spottedheart	gbif
Organism_7518	Strophanthus gratus	Ouabain	gbif
Plant_Sulla_coronaria	Sulla coronaria	French Honeysuckle	gbif
Organism_16706	Swertia erythrosticta	Red-spot swertia	gbif
Plant_Sword-tail_newt	Sword-tail newt	Sword-tailed newt	wikidata
Organism_3934	Symphytum orientale	White Comfrey	gbif
Organism_7319	Symplocarpus foetidus	Eastern Skunk Cabbage	gbif
Plant_Symplocos_tinctoria	Symplocos tinctoria	Horse Sugar	gbif
Plant_Syncarpha_gnaphaloides	Syncarpha gnaphaloides	Brown-rim Everlasting	gbif
Organism_53144	Tabebuia pentaphylla	pink trumpet-tree	wikidata
Organism_121	Tabernaemontana alba	White milkwood	gbif
Plant_Tabernaemontana_ventricosa	Tabernaemontana ventricosa	Forest Toad-tree	gbif
Plant_Tamaulipa_azurea	Tamaulipa azurea	Spring Mistflower	gbif
Organism_14547	Taxillus chinensis	Mulberry Mistletoe	gbif
Organism_8663	Tephrosia leiocarpa	Smooth-Pod Hoary-Pea	gbif
Plant_Terminalia_calamansanai	Terminalia calamansanai	Terminalia calamansanay	wikidata
Plant_Tetraneuris_scaposa_var._scaposa	Tetraneuris scaposa var. scaposa	stemmy four-nerve daisy	gbif
Plant_Tetraneuris_turneri	Tetraneuris turneri	Turner's Four-nerved Daisy	gbif
Organism_14178	Tetraphis pellucida	Common Four-toothed Moss	gbif
Plant_Teucrium_capitatum	Teucrium capitatum	Felty Germander	gbif
Organism_12252	Teucrium hircanicum	Teucrium hyrcanicum	wikidata
Organism_3932	Teucrium pyrenaicum	Pyrenean Germander	gbif
Organism_10032	Thalictrum acutifolium	Sharpleaf Meadow-rue	gbif
Organism_2682	Thelypodium crispum	crisped thelypody	gbif
Organism_7603	Thermopsis villosa	Aaron's Rod	gbif
Plant_Thuidium_recognitum	Thuidium recognitum	Hook-leaved Fern Moss	gbif
Plant_Thymus_carnosus	Thymus carnosus	Portuguese Thyme	gbif
Plant_Toxicoscordion_venenosum	Toxicoscordion venenosum	meadow death-camas	gbif
Organism_17206	Trifolium fragiferum	Strawberry Clover	gbif
Organism_9506	Trigonotis peduncularis	cucumber-herb	gbif
Plant_Ulota_crispa	Ulota crispa	Crisped Pincushion	gbif
Organism_53396	Vaccinium parvifolium	red huckleberry	gbif
Organism_32177	Valeriana dioica L.	Marsh Valerian	gbif
Organism_32178	Valeriana montana L.	dwarf valerian	gbif
Organism_32181	Valeriana pyrenaica L.	Pyrenean Valerian	gbif
Organism_32183	Valeriana saliunca All.	Sharpleaf Valerian	gbif
Organism_32185	Valeriana supina Ard.	dwarf valerian	gbif
Organism_32186	Valeriana tripteris L.	Three-leaved Valerian	gbif
Organism_53673	Veltheimia capensis	Cape Sandlily	gbif
Organism_51214	Verbascum densiflorum	Dense-flowered Mullein	gbif
Organism_10354	Verbesina occidentalis	Yellow Crownbeard	gbif
Organism_45008	Vernonia fasciculata	prairie ironweed	gbif
Organism_52859	Veronica linariifolia	linear-leaved speedwell	gbif
Organism_47059	Veronica undulata	Undulate speedwell	gbif
Plant_Vesicularia_ferriei	Vesicularia ferriei	Weeping moss	gbif
Organism_54154	Viscaria vulgaris	Sticky Catchfly	gbif
Plant_Vitis_rupestris	Vitis rupestris	Sand Grape	gbif
Plant_Xerochrysum_subundulatum	Xerochrysum subundulatum	Alpine Everlasting	gbif
Organism_49972	Yucca schottii	Schott's yucca	gbif
Plant_Zanthoxylum_caribaeum	Zanthoxylum caribaeum	Prickly Yellow	gbif
Organism_14194	Ziziphus mucronata	Buffalo Thorn	gbif
Plant_parthenium_hispitum	parthenium hispitum	Ozark wild quinine	gbif
Plant_picea_glehni	picea glehni	Sakhalin Spruce	gbif
Organism_49233	senecio anonymus	Small's groundsel	gbif
Plant_strawberry_poison-dart_frog	strawberry poison-dart frog	Strawberry poison frog	wikidata
Plant_umbellate_wintergreen	umbellate wintergreen	pipsissewa	wikidata
Plant_zigzag_clover	zigzag clover	zigzag clover	wikidata
Organism_23436	Acacia angustissima	prairie acacia	gbif
Organism_21867	Acacia excelsa	Ironwood	gbif
Organism_7823	Acacia holosericea	Soapbush wattle, Strap wattle, Candelabra wattle	gbif
Organism_9537	Acacia leucophloea	Pilang Bast	duke
Organism_7876	Acacia rigens	Needle Wattle	gbif
Organism_7885	Acacia verniciflua	Varnish Wattle	gbif
Plant_Acaciella_angustissima	Acaciella angustissima	Prairie Acacia	gbif
Plant_Achillea_asiatica	Achillea asiatica	Asian Yarrow	gbif
Plant_Acmella_alba	Acmella alba	marsh para cress	gbif
Organism_24967	Aconitum sinomontanum	Tall Monkshood	gbif
Organism_127	Acourtia thurberi	Thurber's desertpeony	gbif
Organism_26148	Acronychia baeuerlenii	byron bay acronychia	gbif
Organism_2231	Adelanthus decipiens	Deceptive Featherwort	gbif
Plant_Adonis_tianschanica	Adonis tianschanica	Adonis tianschanica ex	wikidata
Organism_11731	Ageratina havanensis	Havana snakeroot	gbif
Organism_5937	Albizia chinensis	Chinese Albizia	gbif
Organism_1549	Albizia grandibracteata	Nongo	gbif
Organism_53476	Alnus subcordata	Caucasian Alder	gbif
Plant_Aloe_camperi	Aloe camperi	Camper's Aloe	gbif
Plant_Aloe_perfoliata	Aloe perfoliata	Mitra Aloe	gbif
Organism_13232	Alphitonia whitei	Northern red ash	gbif
Organism_8404	Alphitonia zizyphoides	toi	gbif
Plant_Amelanchier_canadensis	Amelanchier canadensis	Canada Serviceberry	gbif
Plant_Amsonia_orientalis	Amsonia orientalis	Blue Star	gbif
Organism_11839	Anastrepta orcadensis	Orkney Notchwort	gbif
Organism_51063	Anemone begoniifolia	Ovateleaf Anemone	gbif
Plant_Angelica_glauca	Angelica glauca	smooth angelica	gbif
Organism_55703	Annona diversifolia	ilama	gbif
Organism_9090	Anthocercis viscosa R.Br	sticky tailflower	gbif
Organism_29445	Antidesma ghaesembilla	black currant-tree	gbif
Organism_25428	Arbutus andrachne L.	Greek Strawberry Tree	gbif
Plant_Arctotis_hirsuta	Arctotis hirsuta	Hairy African Daisy	gbif
Plant_Argyreia_cuneata	Argyreia cuneata	Purple Morning Glory	gbif
Organism_26122	Ariocarpus retusus	living-rock cactus	gbif
Plant_Aristolochia_baetica	Aristolochia baetica	Andalusian Dutchman's Pipe	gbif
Plant_Aristolochia_coryi	Aristolochia coryi	Cory's dutchman's pipe	gbif
Organism_8886	Arrabidaea chica	cricketvine	gbif
Organism_48462	Artemisia arctica	boreal sagebrush	wikidata
Plant_Artemisia_obtusiloba_var._glabra	Artemisia obtusiloba var. glabra	Artemisia obtusiloba glabra	wikidata
Organism_12078	Artemisia pygmaea	pygmy sagebrush	gbif
Organism_3449	Artemisia rothrockii	alpine sagebrush	gbif
Plant_Artocarpus_fretessi	Artocarpus fretessi	Artocarpus fretessii	wikidata
Organism_44701	Artocarpus odoratissimus	Marang	gbif
Organism_9404	Astragalus flexuosus	flexible milk-vetch	gbif
Plant_Astragalus_sikokianus	Astragalus sikokianus	Coastal milkvetch	gbif
Organism_2590	Aurinia saxatilis	basket-of-gold	gbif
Organism_26862	Baccharis myrsinites	Santo Domingo False Willow	gbif
Organism_9936	Baccharis pilularis	Chaparral Broom	gbif
Plant_Bahiopsis_lanata	Bahiopsis lanata	Silver-leaved Goldeneye	gbif
Plant_Begonia_x_cheimantha	Begonia x cheimantha	Christmas begonia	gbif
Organism_9308	Blackstonia perfoliata	Yellow-wort	gbif
Organism_21330	Blutaparon portulacoides	Iresine portulacoides	wikidata
Organism_1309	Boscia senegalensis	Senegal boscia	gbif
Organism_52492	Brahea armata	Mexican blue palm	gbif
Organism_46578	Brassica perviridis	tender green	gbif
Organism_1484	Brickellia microphylla	Littleleaf Brickellbush	gbif
Organism_32135	Brugmansia versicolor Lagerh.	Arborescent angel's-tears	gbif
Plant_Brunnera_orientalis	Brunnera orientalis	Oriental Brunnera	gbif
Organism_9608	Butia capitata	Brazilian butia	gbif
Plant_Buxus_harlandi	Buxus harlandi	Harland's boxwood	gbif
Organism_15703	Calceolaria tripartita	gold purse	gbif
Plant_Calliandra_tergemina_var._emarginata	Calliandra tergemina var. emarginata	Dwarf Powderpuff	gbif
Organism_10320	Canavalia rosea	Bay Bean	gbif
Plant_Candidatus-Endobryopsis_kahalalidefaciens	Candidatus-Endobryopsis kahalalidefaciens	Candidatus Endobryopsis kahalalidefaciens	wikidata
Organism_53818	Capsicum chinense	Chinese capsicum	gbif
Plant_Cardaria_chalapensis	Cardaria chalapensis	heartpod hoarycress	gbif
Plant_Carex_appressa	Carex appressa	Tall Sedge	gbif
Organism_30285	Carissa ovata	conkerberry	gbif
Organism_51390	Carpesium glossophyllum	Glossy-leaf carpesium	gbif
Organism_4894	Carya pecan	pecan	wikidata
Organism_47344	Casearia esculenta	Casearia zeylanica	wikidata
Plant_Catunaregam_obovata	Catunaregam obovata	Coastal Bone-Apple	gbif
Plant_Cedrala_odorata	Cedrala odorata	Red Cedar	gbif
Plant_Celastrus_gemmata	Celastrus gemmata	Chinese bittersweet	gbif
Plant_Celastrus_gemmatus	Celastrus gemmatus	Chinese bittersweet	gbif
Organism_55366	Celastrus subspicata	White Vine	gbif
Plant_Centaurea_virgata	Centaurea virgata	Squarrose Knapweed	gbif
Organism_20323	Centranthus macrosiphon	Pretty Betsy	gbif
Organism_1477	Cestrum diurnum	Day Flowering Jessamine	gbif
Organism_24793	Chaenomeles lagenaria	boke	ncbi
Organism_13374	Chamaecrista absus	Tropical Sensitive Pea	gbif
Organism_353	Chara aspera	Rough Stonewort	gbif
Organism_347	Chara contraria	Opposite Stonewort	gbif
Organism_349	Chara rudis	Rugged Stonewort	gbif
Organism_346	Chara tomentosa	Coral Stonewort	gbif
Organism_2068	Chenopodium pallidicaule	Kañiwa	gbif
Organism_31730	Chenopodium vulvaria L.	Stinking Goosefoot	gbif
Organism_6022	Chlorophora tinctoria	fustictree	gbif
Plant_Chrysophyllum_cainito	Chrysophyllum cainito	Star Apple	gbif
Organism_20178	Chrysosplenium japonicum	Mountain golden saxifrage	gbif
Organism_15132	Chrysothamnus paniculatus	Mojave rabbitbrush	ncbi
Organism_4840	Cicer microphyllum	Himalayan Chickpea	gbif
Plant_Cinnamomum_yabunikkei	Cinnamomum yabunikkei	Japanese cinnamon	ncbi
Plant_Cirsium_rhinoceros	Cirsium rhinoceros	Korean prickly thistle	gbif
Organism_46768	Citrullus lanatus subsp. vulgaris	watermelon	ncbi
Plant_Citrus_webberi	Citrus webberi	kalpi	gbif
Organism_53801	Clematis recta	Upright Clematis	gbif
Organism_29408	Cleome hassleriana	pink queen	gbif
Plant_Clinopodium_micranthum	Clinopodium micranthum	Small-flower mountain calamint	gbif
Plant_Codonopsis_ussuriensis	Codonopsis ussuriensis	Ussuri bellflower	gbif
Organism_51449	Coleus frederici	Coleus fredericii	wikidata
Organism_12695	Coptis teetoides	Coptis teeta	wikidata
Organism_29727	Cordia dichotoma	Clammy Cherry	gbif
Plant_Cordylanthus_ramosus	Cordylanthus ramosus	Bushy Bird's-beak	gbif
Plant_Cordylanthus_wrightii	Cordylanthus wrightii	Wright's Bird's Beak	gbif
Organism_15466	Cornus suecica	Dwarf Cornel	gbif
Organism_6567	Corydalis pallida	Pale-yellow corydalis	gbif
Organism_6573	Corydalis repens	Creeping corydalis	gbif
Plant_Costus	Costus	costus	wikidata
Organism_4364	Crepis japonica	Oriental false hawksbeard	wikidata
Organism_55911	Croton dichogamus	Orange-Leaf Croton	gbif
Plant_Croton_hirtus	Croton hirtus	Hairy Croton	gbif
Plant_Cryptocarya_wyliei	Cryptocarya wyliei	Red Quince	gbif
Organism_46626	Cucumis metuliferus	African horned melon	gbif
Organism_46726	Cucumis prophetarum	Cucumis	gbif
Organism_14336	Cupressus lusitanica	Mexican Cypress	gbif
Organism_55724	Curio ficoides	Blue Chalkstick	gbif
Organism_23366	Cuscuta lupuliformis	hop dodder	gbif
