# sources (priority): gbif,ncbi
# gbif: https://api.gbif.org/v1 (species/match + vernacularNames); langs=eng
# ncbi: NCBI Taxonomy taxdump (https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdmp.zip)
# retrieved: 2026-08-18
organism_id	scientific_name	chosen_source	display_common_name	gbif_accepted_name	gbif_usageKey	gbif_rank	gbif_matchType	ncbi_taxid	all_common_names
Organism_8242	Aralia spinifolia	none		Aralia spinifolia Merr.	3036929	SPECIES	EXACT	45209	
Organism_1853	Araliaceae	ncbi	ginseng family	Araliaceae	8800	FAMILY	EXACT	4050	ncbi:-:ginseng family
Organism_55566	Arctostaphylos pumila	gbif	sand-mat manzanita	Arctostaphylos pumila Nutt.	2882603	SPECIES	EXACT	659562	gbif:eng:sand-mat manzanita; gbif:eng:sandmat manzanita; gbif:eng:sandmat manzanita; gbif:eng:sandmat manzanita
Organism_24896	Ardisia solanacea	gbif	China-Shrub	Ardisia solanacea Roxb.	5414378	SPECIES	EXACT	1073919	gbif:eng:China-Shrub; gbif:eng:China-shrub
Organism_52891	Argemone aenea	gbif	Golden Pricklypoppy	Argemone aenea G.B.Ownbey	2888482	SPECIES	EXACT	3756001	gbif:eng:Golden Pricklypoppy; gbif:eng:golden prickly-poppy; gbif:eng:golden prickly-poppy; gbif:eng:golden pricklypoppy
Organism_26063	Argyrolobium crassifolium	gbif	Thick SIlverpod	Argyrolobium crassifolium (E.Mey.) Eckl. & Zeyh.	2963642	SPECIES	EXACT	3756315	gbif:eng:Thick SIlverpod
Plant_Argyrolobium_lotoides	Argyrolobium lotoides	none		Argyrolobium lotoides Harv.	7851378	SPECIES	EXACT	3083852	
Organism_26065	Argyrolobium variopile	none		Argyrolobium variopile N.E.Br.	2963645	SPECIES	EXACT	49794	
Organism_53623	Arisaema decipiens	none		Arisaema decipiens Schott	2866874	SPECIES	EXACT	1537852	
Plant_Arisaema_flavum	Arisaema flavum	gbif	Yellow Cobra Lily	Arisaema flavum (Forssk.) Schott	2866859	SPECIES	EXACT	227241	gbif:eng:Yellow Cobra Lily
Plant_Aristolochia_cucurbitafolia	Aristolochia cucurbitafolia	none		Aristolochia cucurbitifolia Hayata	3588884	SPECIES	FUZZY	12947	
Organism_18153	Aristolochia liukiuensis	none		Aristolochia liukiuensis Hatus.	3589354	SPECIES	EXACT	158553	
Plant_Aristolochia_ponticum	Aristolochia ponticum	none		Aristolochia pontica Lam.	3588730	SPECIES	FUZZY	12947	
Organism_21876	Aristolochia taliscana	none		Aristolochia taliscana Hook. & Arn.	3588671	SPECIES	EXACT	171877	
Plant_Armeria_maritima	Armeria maritima	gbif	sea thrift	Armeria maritima (Mill.) Willd.	8930531	SPECIES	EXACT	71835	gbif:eng:Thrift; gbif:eng:marsh daisy; gbif:eng:marsh daisy; gbif:eng:sea cushion; gbif:eng:sea cushion; gbif:eng:sea daisy; gbif:eng:sea daisy; gbif:eng:sea thrift; gbif:eng:sea thrift; gbif:eng:sea-pink; gbif:eng:sea-pink; gbif:eng:thift seapink; gbif:eng:thrift; gbif:eng:thrift; gbif:eng:thrift; gbif:eng:thrift seapink; gbif:eng:sea thrift; gbif:eng:sea pink; gbif:eng:thift seapink; gbif:eng:thrift
Plant_Arnica_spathulata	Arnica spathulata	gbif	Klamath arnica	Arnica spathulata Greene	5405955	SPECIES	EXACT	436214	gbif:eng:Klamath arnica
Plant_Arousa_sp.	Arousa sp.	none		Arouna Aubl.	7302892	GENUS	HIGHERRANK		
Organism_47829	Arrabidaea patellifera	none		Arrabidaea patellifera (Schltdl.) Sandwith	4093047	SPECIES	EXACT	353946	
Organism_1362	Artabotrys monteiroae	gbif	Red Hookberry	Artabotrys monteiroae Oliv.	3154930	SPECIES	EXACT	1636225	gbif:eng:Red Hookberry
Organism_1744	Artemisia abyssinica	none		Artemisia abyssinica Sch.Bip. ex Oliv. & Hiern	9540418	SPECIES	EXACT	2869510	
Organism_52688	Artemisia parviflora	none		Artemisia parviflora Roxb. ex D.Don	8329478	SPECIES	EXACT	466059	
Plant_Artemisia_sacrorum	Artemisia sacrorum	none		Artemisia sacrorum Ledeb. ex Hook.f., 1881	8382575	SPECIES	EXACT	1238152	
Plant_Artemisia_valentina	Artemisia valentina	none		Artemisia valentina Lam.	3120683	SPECIES	EXACT	1903205	
Organism_7998	Arthromeris mairei	none		Arthromeris mairei (Brause) Ching	4025830	SPECIES	EXACT	1190828	
Organism_56281	Artocarpus	none		Artocarpus J.R.Forst. & G.Forst.	2984563	GENUS	EXACT	3488	
Organism_2837	Arundina bambusifolia	none		Arundina bambusifolia Lindl.	2795525	SPECIES	EXACT	78703	
Plant_Asclepias_linaria	Asclepias linaria	gbif	pine-needle milkweed	Asclepias linaria Cav.	3170270	SPECIES	EXACT	397859	gbif:eng:pine-needle milkweed; gbif:eng:pineneedle milkweed; gbif:eng:yerba de cuervo
Plant_Asclepias_sp.	Asclepias sp.	none		Asclepias L.	3170229	GENUS	HIGHERRANK	3127991	
Plant_Asparagus_sp.	Asparagus sp.	none		Asparagus Tourn. ex L.	9527393	GENUS	HIGHERRANK	3366679	
Organism_13782	Asperula maximowiczii	none		Asperula maximowiczii Kom.	2913375	SPECIES	EXACT	2163390	
Organism_52042	Aspidixia articulata	none		Aspidixia articulata (Burm.fil.) Tiegh.	4069667	SPECIES	EXACT		
Organism_17647	Aspidosperma dasycarpon	none		Aspidosperma dasycarpon A.DC.	3618865	SPECIES	EXACT	84858	
Organism_17218	Aspidosperma multiflorum	none		Aspidosperma multiflorum A.DC.	3617828	SPECIES	EXACT	2743207	
Plant_Aspidosperma_pyricollum	Aspidosperma pyricollum	none		Aspidosperma pyricollum Müll.Arg.	7316886	SPECIES	EXACT	3757742	
Organism_47156	Aspilia floribunda	none		Aspilia floribunda (Gardner) Baker	5396382	SPECIES	EXACT	505277	
Organism_1644	Aspilia pluriseta	gbif	Dwarf Aspilia	Aspilia pluriseta Schweinf. ex Engl.	5396221	SPECIES	EXACT	1670834	gbif:eng:Dwarf Aspilia
Plant_Asplenium_sp.	Asplenium sp.	none		Asplenium L.	2650583	GENUS	HIGHERRANK	3376028	
Plant_Aster_brevis	Aster brevis	none		Aster brevis Hand.-Mazz.	5387588	SPECIES	EXACT	2944703	
Plant_Asteriscus_daltonii	Asteriscus daltonii	none		Asteriscus daltonii (Webb) Walter	9423604	SPECIES	EXACT	73974	
Plant_Astianthus_viminalis	Astianthus viminalis	none		Astianthus viminalis (Kunth) Baill.	4091338	SPECIES	EXACT	2781882	
Organism_55528	Astraea lobata	gbif	Lilac Bush	Astraea lobata (L.) Klotzsch	5380859	SPECIES	EXACT	323092	gbif:eng:Lilac Bush; gbif:eng:Lobed Croton; gbif:eng:lobed croton; gbif:eng:Lilac Bush
Plant_Astragalus_aksuensis	Astragalus aksuensis	none		Astragalus aksuensis Bunge	5343213	SPECIES	EXACT	158320	
Organism_26242	Astragalus atropubescens	gbif	Kelsey milk-vetch	Astragalus atropubescens J.M.Coult. & Fisher	5346841	SPECIES	EXACT	3083934	gbif:eng:Kelsey milk-vetch; gbif:eng:Kelsey milk-vetch; gbif:eng:hangingpod milkvetch; gbif:eng:hangingpod milkvetch
Plant_Astragalus_austrosibiricus	Astragalus austrosibiricus	none		Astragalus austrosibiricus Schischk.	5343500	SPECIES	EXACT	158321	
Plant_Astragalus_hoantchy	Astragalus hoantchy	none		Astragalus hoantchy Franch.	5344786	SPECIES	EXACT	119826	
Plant_Astragalus_lepsensis	Astragalus lepsensis	none		Astragalus lepsensis Bunge	5347255	SPECIES	EXACT	158322	
Organism_4961	Athanasia montana	none		Athanasia montana J.M.Wood & M.S.Evans ex J.M.Wood	3144416	SPECIES	EXACT	3828248	
Plant_Atropa_acuminata	Atropa acuminata	gbif	Indian Belladonna	Atropa acuminata Royle ex Lindl.	3802713	SPECIES	EXACT	2739822	gbif:eng:Indian Belladonna; gbif:eng:Indian belladonna; gbif:eng:Indian Belladonna
Plant_Avena_byzantina	Avena byzantina	gbif	Algerian Oat	Avena byzantina K.Koch	2705292	SPECIES	EXACT	146531	gbif:eng:Algerian Oat; gbif:eng:Red Oats; gbif:eng:Algerian Oat
Plant_Azadirachta_Azadirachta_indica	Azadirachta Azadirachta indica	gbif	Neem Tree	Azadirachta indica A.Juss.	3190474	SPECIES	EXACT	124942	gbif:eng:Indian lilac; gbif:eng:Indian-lilac; gbif:eng:Indian-lilac; gbif:eng:Neem; gbif:eng:Neem; gbif:eng:Neem Tree; gbif:eng:Serowe-Palapye; gbif:eng:neem; gbif:eng:neem; gbif:eng:neem; gbif:eng:neem; gbif:eng:nimtree; gbif:eng:nimtree; gbif:eng:Neem Tree
Plant_Azorella_ruizii	Azorella ruizii	none		Azorella ruizii G.M.Plunkett & A.N.Nicolas	9399010	SPECIES	EXACT	344335	
Organism_16227	Baccharis rosmarinifolia	none		Baccharis rosmarinifolia Hook. & Arn.	3129904	SPECIES	EXACT	41487	
Organism_49886	Baccharis spartioides	none		Baccharis spartioides (Hook. & Arn.) Gay	3129220	SPECIES	EXACT	2707824	
Organism_16276	Baccharis varians	none		Baccharis varians Gardner	3129774	SPECIES	EXACT	41487	
Organism_10809	Bahia oppositifolia	none		Bahia oppositifolia (Nutt.) A.Gray	7481659	SPECIES	EXACT	176517	
Plant_Bahiopsis_tomentosa	Bahiopsis tomentosa	gbif	Felt-leaf Goldeneye	Bahiopsis tomentosa (A.Gray) E.E.Schill. & Panero	3091042	SPECIES	EXACT	144192	gbif:eng:Felt-leaf Goldeneye
Organism_46661	Balanites roxburghii	none		Balanites roxburghii Planch.	5687525	SPECIES	EXACT	2603000	
Organism_22262	Balanocarpus heimii	none		Balanocarpus heimii King	4097104	SPECIES	EXACT	64595	
Organism_17762	Banksia integrifolia	gbif	White-honeysuckle	Banksia integrifolia L.fil.	7124338	SPECIES	EXACT	199772	gbif:eng:White-honeysuckle; gbif:eng:coast banksia; gbif:eng:coast banksia; gbif:eng:coast banksia; gbif:eng:honeysuckle-oak; gbif:eng:honeysuckle-oak; gbif:eng:white banksia; gbif:eng:white banksia; gbif:eng:white bottlebrush; gbif:eng:white bottlebrush; gbif:eng:white-honeysuckle; gbif:eng:white-honeysuckle; gbif:eng:white-honeysuckle
Plant_Baphia_pubescens	Baphia pubescens	none		Baphia pubescens Hook.f.	5352626	SPECIES	EXACT	2708726	
Plant_Bazzania_angustifolia	Bazzania angustifolia	none		Bazzania angustifolia Horik.	6136272	SPECIES	EXACT	13807	
Plant_Begonia_malabarica	Begonia malabarica	none		Begonia malabarica Lam.	4158828	SPECIES	EXACT	890405	
Organism_11233	Begonia sp.	none		Begonia L.	2874710	GENUS	HIGHERRANK	3111974	
Plant_Beilschmiedia_alloiophylla	Beilschmiedia alloiophylla	none		Beilschmiedia alloiophylla (Rusby) Kosterm.	4178492	SPECIES	EXACT	1345219	
Organism_48927	Beilschmiedia brevipes	none		Beilschmiedia brevipes Ridl.	4178053	SPECIES	EXACT	88849	
Plant_Beilschmiedia_penangiana	Beilschmiedia penangiana	none		Beilschmiedia penangiana Gamble	4175678	SPECIES	EXACT	3761018	
Organism_55262	Bellida graminea	gbif	Rosy Bellida	Bellida graminea Ewart	3110107	SPECIES	EXACT	125663	gbif:eng:Rosy Bellida
Organism_11144	Berberis aemulans	none		Berberis aemulans C.K.Schneid.	3981110	SPECIES	EXACT	2602203	
Plant_Berberis_guimpeli	Berberis guimpeli	none		Berberis guimpelii K.Koch & C.D.Bouché	4938150	SPECIES	FUZZY	22774	ncbi:-:barberries
Organism_54075	Berberis guimpelii	none		Berberis guimpelii K.Koch & C.D.Bouché	4938150	SPECIES	EXACT	22774	ncbi:-:barberries
Plant_Berberis_numularis	Berberis numularis	none		Berberis nummularia Bunge	3981055	SPECIES	FUZZY	22774	ncbi:-:barberries
Plant_Berberis_poirettii	Berberis poirettii	none		Berberis poiretii C.K.Schneid.	4938193	SPECIES	FUZZY	22774	ncbi:-:barberries
Plant_Berberis_trifoliata	Berberis trifoliata	none		Alloberberis C.C.Yu & K.F.Chung	10722889	GENUS	HIGHERRANK	22774	ncbi:-:barberries
Organism_54553	Berrya mollis	none		Berrya mollis Wall.	5705998	SPECIES	EXACT	3761370	
Organism_44472	Betonica grandiflora	none		Betonica L.	7306385	GENUS	HIGHERRANK	694344	
Plant_Betula_costata	Betula costata	gbif	Korean birch	Betula costata Trautv.	5331601	SPECIES	EXACT	253225	gbif:eng:Korean birch; gbif:eng:ribbed birch
Plant_Bidens_alba	Bidens alba	gbif	Shepherd's Needles	Bidens alba (L.) DC.	5391861	SPECIES	EXACT	51260	gbif:eng:Beggar's Lice; gbif:eng:Monkey's Lice; gbif:eng:Romerillo; gbif:eng:Shepherd's Needles; gbif:eng:Shepherds Needles; gbif:eng:Spanish needles; gbif:eng:White beggarticks; gbif:eng:Shepherd's Needles; gbif:eng:Shepherd's Ticks; gbif:eng:Spanish Needle; gbif:eng:White Beggar-ticks
Organism_2902	Bidens torta	gbif	corkscrew beggarticks	Bidens torta Sherff	5391997	SPECIES	EXACT	980026	gbif:eng:corkscrew beggarticks; gbif:eng:corkscrew beggarticks
Organism_55851	Bignonia gracilis	none		Bignonia gracilis G.Lodd.	4091894	SPECIES	EXACT	353920	
Organism_51415	Bignonia suberosa	none		Bignonia suberosa Roxb.	4092214	SPECIES	EXACT	353920	
Organism_50944	Bignonia venusta	none		Bignonia venusta Ker Gawl.	3172571	SPECIES	EXACT	354045	
Organism_29501	Billardiera longiflora	gbif	Mountain blue berry	Billardiera longiflora Labill.	7303842	SPECIES	EXACT	317694	gbif:eng:Mountain blue berry; gbif:eng:purple apple-berry
Organism_22933	Blechnum minus	none		Blechnum minus (R.Br.) Ettingsh.	7296873	SPECIES	EXACT	393576	
Plant_Blechnum_occidentale	Blechnum occidentale	gbif	Hammock Fern	Blechnum occidentale L.	2651529	SPECIES	EXACT	32073	gbif:eng:Hammock Fern; gbif:eng:Hammock Fern; gbif:eng:New World midsorus fern; gbif:eng:New World midsorus fern; gbif:eng:hammock fern; gbif:eng:hammock fern; gbif:eng:Hammock Fern
Organism_3585	Blechnum procerum	none		Blechnum procerum (G.Forst.) Sw.	7296931	SPECIES	EXACT	393583	
Organism_1225	Blepharis ciliaris	gbif	eyelash plant	Blepharis ciliaris (L.) B.L.Burtt	3780159	SPECIES	EXACT	1569713	gbif:eng:eyelash plant
Plant_Bolusanthus_specious	Bolusanthus specious	gbif	Elephant Wood	Bolusanthus speciosus (Bolus) Harms	2952355	SPECIES	FUZZY	53837	gbif:eng:Elephant Wood; gbif:eng:Elephant's Wood; gbif:eng:Rhodesian Wisteria; gbif:eng:Rhodesian-Wisteria; gbif:eng:South African Wisteria; gbif:eng:Tree-wisteria; gbif:eng:Wild Wisteria; gbif:eng:Wild-Wisteria; gbif:eng:Wisteriatree; gbif:eng:tree wisteria; gbif:eng:tree wisteria
Plant_Boronia_gracilipes	Boronia gracilipes	gbif	Karri Boronia	Boronia gracilipes F.Muell.	3837821	SPECIES	EXACT	1764335	gbif:eng:Karri Boronia
Organism_30130	Boronia latipinna	gbif	Grampians boronia	Boronia latipinna J.H.Willis	3837167	SPECIES	EXACT	1764342	gbif:eng:Grampians boronia; gbif:eng:Grampians boronia
Organism_48604	Bothriocline amplifolia	none		Bothriocline amplifolia (O.Hoffm. & Muschl.) M.G.Gilbert	3089770	SPECIES	EXACT	2507393	
Organism_53219	Bothriospermum secundum	gbif	Many-bract bothriospermum	Bothriospermum secundum Maxim.	4063492	SPECIES	EXACT	1421720	gbif:eng:Many-bract bothriospermum
Plant_Brassica_x_napus	Brassica x napus	gbif	Rape	Brassica napus L.	3042636	SPECIES	EXACT	3705	gbif:eng:Oil-Seed Rape; gbif:eng:Oilseed-rape; gbif:eng:Rape; gbif:eng:Rape; gbif:eng:Rape; gbif:eng:Rape; gbif:eng:Rape; gbif:eng:Rape; gbif:eng:Siberian kale; gbif:eng:Swedish turnip; gbif:eng:oilseed rape; gbif:eng:oilseed-rape; gbif:eng:oilseed-rape; gbif:eng:rape; gbif:eng:rape; gbif:eng:rape; gbif:eng:rape; gbif:eng:rapeseed; gbif:eng:rutabaga; gbif:eng:swede; gbif:eng:winter rape; gbif:eng:Rape; gbif:eng:Rapeseed; gbif:eng:rapeseed; gbif:eng:Canola; gbif:eng:Oil-Seed Rape; gbif:eng:Oil-seed Rape; gbif:eng:Rutabaga; gbif:eng:Swedish Turnip; gbif:eng:Swedish turnip; gbif:eng:Winter Rape; gbif:eng:canola; gbif:eng:oilseed rape; gbif:eng:rutabaga; gbif:eng:winter rape
Organism_23369	Brassicaceae	ncbi	mustard family	Brassicaceae	3112	FAMILY	EXACT	3700	ncbi:-:mustard family
Organism_54078	Brickellia brasiliensis	none		Brickellia brasiliensis (Spreng.) B.L.Rob.	5388436	SPECIES	EXACT	102753	
Plant_Broad_sea_fan	Broad sea fan	none		Plantae	6	KINGDOM	HIGHERRANK		
Organism_20417	Bruguiera exaristata	gbif	rib fruited orange mangrove	Bruguiera exaristata Ding Hou	5602654	SPECIES	EXACT	106617	gbif:eng:rib fruited orange mangrove; gbif:eng:rib-fruited orange mangrove
Organism_23018	Brunsvigia cooperi	none		Brunsvigia cooperi Baker	2853423	SPECIES	EXACT	82217	
Organism_2264	Brunsvigia rosea	none		Brunsvigia rosea (Lam.) L.S.Hannibal	2855451	SPECIES	EXACT	82217	
Plant_Bryonia_sp.	Bryonia sp.	none		Bryonia L.	2874495	GENUS	HIGHERRANK	3651	
Plant_Buddleja_yunnanensis	Buddleja yunnanensis	none		Buddleja yunnanensis L.F.Gagnep.	4055815	SPECIES	EXACT	168507	
Plant_Bupleurum_lancifolium	Bupleurum lancifolium	gbif	False Thorow-wax	Bupleurum lancifolium Hornem.	3034557	SPECIES	EXACT	198842	gbif:eng:False Thorow-wax; gbif:eng:False thorow-wax; gbif:eng:Lanceleaf Thorow Wax; gbif:eng:Lanceleaf thorow wax; gbif:eng:Lanceleaf thorow wax; gbif:eng:lanceleaf thorow wax
Plant_Burmese_grape	Burmese grape	none		Plantae	6	KINGDOM	HIGHERRANK		
Organism_16920	Bursera microphylla	gbif	Elephant Tree	Bursera microphylla A.Gray	3190447	SPECIES	EXACT	80317	gbif:eng:Littleleaf Elephant Tree; gbif:eng:elephant tree; gbif:eng:elephant-tree; gbif:eng:elephant-tree; gbif:eng:littleleaf elephant tree; gbif:eng:Elephant Tree; gbif:eng:Littleleaf Elephant Tree
Plant_Bursera_tecomaca	Bursera tecomaca	none		Bursera tecomaca Standl.	3993862	SPECIES	EXACT	80330	
Organism_5090	Buxus malayana Ridl.	none		Buxus malayana Ridl.	3988083	SPECIES	EXACT	3766324	
Organism_54513	Cadaba farinosa	none		Cadaba farinosa Forssk.	3054234	SPECIES	EXACT	1670841	
Organism_15219	Caesalpinia japonica	none		Caesalpinia japonica Siebold & Zucc.	2958475	SPECIES	EXACT	2904592	
Plant_Calanticaria_brevifolia	Calanticaria brevifolia	none		Calanticaria brevifolia (Greenm.) E.E.Schill. & Panero	3109178	SPECIES	EXACT	191154	
Plant_Calceolaria_dentata	Calceolaria dentata	none		Calceolaria dentata Ruiz & Pav.	8080850	SPECIES	EXACT	660129	
Organism_16620	Calea reticulata	none		Calea reticulata Gardner	3147555	SPECIES	EXACT	3767241	
Organism_23809	Calea septuplinervia	none		Calea septuplinervia Hieron.	3147447	SPECIES	EXACT	3767249	
Organism_56005	Callicarpa pedunculata	gbif	velvet-leaf	Callicarpa pedunculata R.Br.	7308776	SPECIES	EXACT	539205	gbif:eng:velvet-leaf; gbif:eng:velvetleaf; gbif:eng:velvetleaf
Organism_3534	Callistephus chinensis	gbif	China Aster	Callistephus chinensis (L.) Nees	3092946	SPECIES	EXACT	13379	gbif:eng:Annual-aster; gbif:eng:China Aster; gbif:eng:China Aster; gbif:eng:China Aster; gbif:eng:China Aster, Annual Aster; gbif:eng:China Aster, Annual Aster; gbif:eng:China aster; gbif:eng:China aster; gbif:eng:China-aster; gbif:eng:China-aster; gbif:eng:Chinese Aster; gbif:eng:annual-aster; gbif:eng:annual-aster; gbif:eng:China Aster; gbif:eng:China aster; gbif:eng:Chinese Aster; gbif:eng:Chinese aster; ncbi:-:China aster; ncbi:-:Chinese aster
Organism_26796	Camellia assamica var.kucha	ncbi	Assam tea	Camellia assamica var. kucha Hung T.Chang, H.S.Wang & B.H.Chen	3591126	VARIETY	EXACT	261999	ncbi:-:Assam tea
Organism_26620	Camoensia scandens	none		Camoensia scandens (Welw.) J.B.Gillett	5358230	SPECIES	EXACT	1231540	
Plant_Camonea_bifida	Camonea bifida	none		Camonea bifida (Vahl) Raf.	3678327	SPECIES	EXACT	2153386	
Plant_Camonea_umbellata	Camonea umbellata	gbif	Hogvine	Camonea umbellata (L.) A.R.Simões & Staples	9452352	SPECIES	EXACT	197417	gbif:eng:Hogvine; gbif:eng:Hogvine, Yellow merremia, Yellow wood rose; gbif:eng:yellow merremia
Organism_57153	Campanula alata	none		Campanula alata Desf.	5410024	SPECIES	EXACT	478654	
Organism_8010	Campanula isophylla	gbif	Italian bellflower	Campanula isophylla Moretti	5410783	SPECIES	EXACT	361389	gbif:eng:Italian bellflower; gbif:eng:Italian bellflower; gbif:eng:falling stars; gbif:eng:falling-stars; gbif:eng:falling-stars; gbif:eng:star-of-Bethlehem; gbif:eng:star-of-Bethlehem
Organism_53029	Campanula kolenatiana	none		Campanula kolenatiana C.A.Mey. ex Rupr.	5409837	SPECIES	EXACT	239408	
Organism_55609	Campovassouria bupleurifolia	none		Campovassouria bupleurifolia (DC.) R.M.King & H.Rob.	4215908	SPECIES	EXACT	1745021	
Organism_8769	Campsis chinensis	none		Campsis chinensis (Lam.) Pichon, 1946	4094546	SPECIES	EXACT	83936	
Organism_4501	Camptoloma lyperiiflorum (Vatke) Hillard	none		Camptoloma lyperiiflorum (Vatke) Hilliard	5563687	SPECIES	EXACT	133314	
Plant_Campylospermum_sulcatum	Campylospermum sulcatum	none		Campylospermum sulcatum (Tiegh.) Farron	5552722	SPECIES	EXACT	1321793	
Organism_51961	Canavalia obtusifolia	none		Canavalia obtusifolia Prain	11115735	SPECIES	EXACT	3822	
Plant_Cape_dorid	Cape dorid	none		Plantae	6	KINGDOM	HIGHERRANK		
Organism_16320	Capsicodendron dinisii	none		Capsicodendron dinisii (Schwacke) Occhioni	3877814	SPECIES	EXACT	1904716	
Organism_25942	Carduus assoi	none		Carduus assoi Willk.	6063725	SPECIES	EXACT	92905	
Organism_50061	Carex aridula	none		Carex aridula V.I.Krecz.	2728739	SPECIES	EXACT	3135157	
Organism_19197	Carissa macrocarpa	gbif	Amantungula Numnum	Carissa macrocarpa (Eckl.) A.DC.	5414420	SPECIES	EXACT	403101	gbif:eng:Amantungula Numnum; gbif:eng:Amantungulu; gbif:eng:Amatungulu; gbif:eng:Big Numnum; gbif:eng:Large Num-num; gbif:eng:Natal Plum; gbif:eng:Natal plum; gbif:eng:Natal plum; gbif:eng:Natal-plum; gbif:eng:Natal-plum; gbif:eng:Num-num; gbif:eng:amathungulu; gbif:eng:amathungulu; gbif:eng:amatungulu; gbif:eng:amatungulu; gbif:eng:natal plum
Organism_56854	Carphephorus corymbosus	gbif	coastal plain chaffhead	Carphephorus corymbosus (Nutt.) Torr. & A.Gray	3112048	SPECIES	EXACT	102757	gbif:eng:coastal plain chaffhead; gbif:eng:coastal plain chaffhead
Plant_Carthamus_arborescens	Carthamus arborescens	none		Carthamus arborescens L.	3138366	SPECIES	EXACT	121177	
Plant_Casearia_tremula	Casearia tremula	gbif	Jumbie guava	Casearia tremula (Griseb.) Griseb. ex C.Wright	7459713	SPECIES	EXACT	1125349	gbif:eng:Jumbie guava; gbif:eng:Jumbie guava
Organism_29568	Cassia	none		Cassia L.	2963414	GENUS	EXACT	53851	
Organism_53690	Cassia greggii	none		Cassia greggii A.Gray	5351276	SPECIES	EXACT	3085875	
Organism_21058	Cassinopsis madagascariensis	none		Cassinopsis madagascariensis Baill.	3596651	SPECIES	EXACT	1037430	
Plant_Castela_erecta	Castela erecta	gbif	Amargosa	Castela erecta Turpin	3190665	SPECIES	EXACT	459117	gbif:eng:Amargosa; gbif:eng:goatbush; gbif:eng:goatbush
Plant_Castilleja_angustifolia_var._dubia	Castilleja angustifolia var. dubia	gbif	Northwestern paintbrush	Castilleja angustifolia var. dubia A.Nelson	3739213	VARIETY	EXACT	90351	gbif:eng:Northwestern paintbrush; ncbi:-:desert Indian paintbrush
Plant_Castilleja_attenuata	Castilleja attenuata	gbif	narrow-leaved paintbrush	Castilleja attenuata (A.Gray) T.I.Chuang & Heckard	3170723	SPECIES	EXACT	428859	gbif:eng:Attenuate Indian Paintbrush; gbif:eng:Narrowleaf Paintbrush; gbif:eng:attenuate Indian paintbrush; gbif:eng:narrow-leaved owl's-clover; gbif:eng:narrow-leaved paintbrush; gbif:eng:valley tassels; gbif:eng:valley tassels; gbif:eng:narrow-leaved paintbrush; gbif:eng:narrow-leaved owl's-clover; gbif:eng:valley tassels
Plant_Castilleja_linariaefolia	Castilleja linariaefolia	gbif	Wyoming Indian Paintbrush	Castilleja linariifolia Benth.	3170636	SPECIES	FUZZY	46036	gbif:eng:Wyoming Indian Paintbrush; gbif:eng:Wyoming Indian paintbrush; gbif:eng:Wyoming Indian-paintbrush; gbif:eng:Wyoming paintbrush; gbif:eng:long-leaf paintbrush; gbif:eng:narrow-leaved paintbrush; ncbi:-:Indian paintbrush
Plant_Castilleja_minor	Castilleja minor	gbif	seep paintbrush	Castilleja minor (A.Gray) A.Gray	3170711	SPECIES	EXACT	2065864	gbif:eng:lesser Indian paintbrush; gbif:eng:seep paintbrush; gbif:eng:seep paintbrush
Plant_Caucasalia_pontica	Caucasalia pontica	none		Caucasalia pontica (K.Koch) Greuter	3093390	SPECIES	EXACT	3039461	
Organism_27564	Caulerpa ashmeadii	none		Caulerpa ashmeadii Harv.	2643046	SPECIES	EXACT	177078	
Plant_Ceanothus_sp.	Ceanothus sp.	none		Ceanothus L.	3039297	GENUS	HIGHERRANK	22922	
Plant_Cecropia_hololeuca	Cecropia hololeuca	none		Cecropia hololeuca Miq.	4013377	SPECIES	EXACT	1958848	
Plant_Cedrelopsis_microfoliata	Cedrelopsis microfoliata	none		Cedrelopsis microfoliolata J.-F.Leroy	3990256	SPECIES	FUZZY	864330	
Organism_10308	Celosia argentea	gbif	Cockscomb	Celosia argentea L.	3085191	SPECIES	EXACT	46112	gbif:eng:Cockscomb; gbif:eng:Cockscomb; gbif:eng:Cockscomb; gbif:eng:Cockscomb; gbif:eng:Feather Cockscomb; gbif:eng:Feather Cockscomb; gbif:eng:Feather cockscomb; gbif:eng:Feather cockscomb; gbif:eng:Feather cockscomb; gbif:eng:Quail Grass; gbif:eng:Silver Cock's Comb; gbif:eng:Silver Cock's Comb; gbif:eng:Silver Cockscomb; gbif:eng:Wheat Celosia; gbif:eng:silver cock's comb; gbif:eng:silver cock's comb; gbif:eng:Cockscomb; gbif:eng:Silver Cockscomb; gbif:eng:Silver Cockscomb; gbif:eng:Silver Cockscomb; ncbi:-:quail grass; ncbi:-:silver cockscomb
Organism_13266	Centaurea depressa	gbif	Iranian Knapweed	Centaurea depressa M.Bieb.	3089549	SPECIES	EXACT	75640	gbif:eng:Iranian Knapweed; gbif:eng:Iranian knapweed; gbif:eng:Iranian knapweed; gbif:eng:low cornflower; gbif:eng:low cornflower
Organism_52886	Centaurea diluta	gbif	Lesser Star-thistle	Centaurea diluta Aiton	3129010	SPECIES	EXACT	41531	gbif:eng:Lesser Star-Thistle; gbif:eng:Lesser Star-thistle; gbif:eng:Lesser Star-thistle; gbif:eng:North African knapweed; gbif:eng:North African knapweed; gbif:eng:North African knapweed; gbif:eng:Lesser Star-thistle; gbif:eng:Lesser Star-Thistle
